heat_load_shifting,heat_load_shifting,heat_load_shifting
2030,2030,2030
moderate,moderate,moderate
NENGREST,NENG_CT,NENG_ME
263.7999998,75.34285711,35.97142858
266.2000001,76.00000006,36.28571426
279.0285714,79.68571435,38.05714286
278.3999998,79.51428578,37.94285713
260.2571431,74.31428568,35.48571429
234.4285714,66.9428571,31.97142855
210,59.97142861,28.62857142
195.3428573,55.7714286,26.6285714
187.5714285,53.57142851,25.57142856
184.0857144,52.57142855,25.08571428
184.1142855,52.57142855,25.08571428
190.5428572,54.40000003,25.97142858
210.6857143,60.17142852,28.71428569
245.9999998,70.25714291,33.54285715
266.3142855,76.05714287,36.31428573
270.4285712,77.2285714,36.85714288
272.5142859,77.8285714,37.14285716
273.9714285,78.25714283,37.34285717
273.0571428,77.99999997,37.22857143
270.2571426,77.20000006,36.85714288
268.4285713,76.68571434,36.5714286
263.7428571,75.34285711,35.94285711
259.942857,74.25714287,35.42857142
259.1142856,74.00000001,35.34285715
260.8857142,74.51428572,35.57142856
262.542857,74.97142863,35.77142857
275.0857143,78.57142863,37.51428571
277.9714288,79.37142854,37.91428572
263.5428569,75.25714282,35.91428571
239.542857,68.42857143,32.65714285
216.4857144,61.82857142,29.51428572
201.0285715,57.40000003,27.39999997
192.9714286,55.08571431,26.28571426
189.2571428,54.05714288,25.79999997
189.0571426,53.99999994,25.77142857
194.0571429,55.42857146,26.45714286
210.3714287,60.05714289,28.68571429
235.5714288,67.28571424,32.11428569
254.9428572,72.80000001,34.7714286
263.7428571,75.34285711,35.94285711
267.9999998,76.54285711,36.54285714
269.1142857,76.85714291,36.68571427
266.5714284,76.14285715,36.34285713
262.3428573,74.91428568,35.77142857
258.5714287,73.82857144,35.22857142
253.0857143,72.25714282,34.51428572
248.4857144,70.97142853,33.85714283
247.7714285,70.74285715,33.77142856
249.3428574,71.20000005,34.00000003
250.3142857,71.48571425,34.14285717
261.4285716,74.65714282,35.62857143
264.2857145,75.45714287,36.02857145
252.2857141,72.05714291,34.39999998
233.3428571,66.6571429,31.82857141
213.5142856,60.97142856,29.0857143
198.7142855,56.74285708,27.08571429
190.1142858,54.28571427,25.91428571
185.7428572,53.05714279,25.31428569
184.2857141,52.62857136,25.11428574
186.6000001,53.31428565,25.42857142
194.1999999,55.4571428,26.48571427
205.1428572,58.60000003,27.97142859
222.1142858,63.42857138,30.28571428
238.8571427,68.20000005,32.57142858
247.657143,70.74285715,33.74285716
249.6285714,71.28571434,34.02857143
248.0571429,70.85714291,33.82857143
244.2285712,69.77142853,33.31428574
239.3428573,68.34285714,32.62857144
234.8571428,67.08571433,32.00000002
233.9999999,66.82857147,31.91428568
238.3142858,68.05714281,32.51428571
244.6285716,69.85714282,33.34285714
249.4285717,71.22857139,34.00000003
259.4000001,74.08571429,35.37142856
259.1428572,74.00000001,35.34285715
247.2285716,70.60000005,33.71428569
229.3428573,65.48571424,31.28571426
209.7142855,59.88571432,28.57142855
193.6285714,55.3142857,26.37142859
184.3142857,52.62857136,25.14285714
178.742857,51.02857141,24.34285711
176.7142855,50.48571435,24.0857143
177.6285716,50.74285708,24.19999997
182.6857141,52.1714286,24.88571427
191.4000002,54.68571422,26.08571431
207.4285716,59.25714285,28.28571427
225.6857142,64.45714281,30.77142857
237.0571429,67.71428567,32.3142857
241,68.82857139,32.85714285
243.2857144,69.48571433,33.1714286
241.2000002,68.88571433,32.88571426
232.5714284,66.42857138,31.68571427
223.8285712,63.91428575,30.51428569
218.9714285,62.51428571,29.85714287
217.8571431,62.22857138,29.68571426
220.3428572,62.91428566,30.05714287
226.3428569,64.65714285,30.85714284
243.6571427,69.59999996,33.2
252.3428572,72.08571425,34.39999998
238.7142857,68.17142857,32.54285717
218.0285712,62.25714285,29.71428573
198.8857141,56.80000003,27.11428569
186.1142859,53.17142855,25.37142855
179.8857144,51.37142855,24.51428572
177.5714284,50.71428574,24.19999997
177.7142859,50.74285708,24.19999997
184.1714287,52.60000003,25.11428574
204.7428573,58.4571428,27.91428572
238.3428574,68.05714281,32.51428571
260.9714285,74.51428572,35.57142856
268.9714287,76.79999997,36.68571427
272.3428573,77.77142859,37.11428569
275.3714288,78.65714292,37.54285717
275.3999999,78.65714292,37.54285717
273.1714287,78.02857144,37.25714283
271.1428572,77.42857144,36.97142855
266.7142859,76.17142863,36.37142859
263.7142855,75.31428577,35.94285711
263.7428571,75.34285711,35.94285711
266.8285713,76.19999997,36.37142859
269.4571429,76.9428572,36.71428574
280.8571427,80.20000006,38.28571427
281.3142858,80.31428569,38.34285714
261.7999999,74.77142858,35.6857143
235.1428573,67.14285714,32.05714289
210.3142856,60.05714289,28.68571429
195.4571427,55.79999994,26.65714287
187.9428573,53.68571427,25.62857143
184.5142859,52.68571431,25.14285714
184.2285714,52.62857136,25.11428574
190.5999999,54.42857137,25.97142858
210.3714287,60.05714289,28.68571429
243.0571427,69.40000005,33.14285713
263.5428569,75.25714282,35.91428571
267.5999999,76.42857149,36.48571427
269.342857,76.91428573,36.71428574
271.0857145,77.42857144,36.97142855
270.4571428,77.2285714,36.85714288
268.8285712,76.77142863,36.65714287
268.1714284,76.57142858,36.5714286
264.5428574,75.54285715,36.05714285
261.4285716,74.65714282,35.62857143
261.8571431,74.80000005,35.7142857
263.9714284,75.37142858,35.99999998
265.7714286,75.8857143,36.22857146
277.5142857,79.25714292,37.82857145
278.5999999,79.57142859,37.97142859
259.5428571,74.11428577,35.37142856
232.8285713,66.48571433,31.74285714
208.6857144,59.59999999,28.42857141
193.7714284,55.34285717,26.39999999
186.0857143,53.14285708,25.37142855
182.6857141,52.1714286,24.88571427
182.6857141,52.1714286,24.88571427
188.7714286,53.91428565,25.7142857
208.5714285,59.54285718,28.42857141
241.6000001,68.99999996,32.94285712
263.7428571,75.34285711,35.94285711
269.2857143,76.91428573,36.71428574
270.2285715,77.17142858,36.85714288
271.5142855,77.5428572,37.00000002
270.7714284,77.34285716,36.91428568
268.0857141,76.54285711,36.54285714
266.8285713,76.19999997,36.37142859
263.7142855,75.31428577,35.94285711
260.9714285,74.51428572,35.57142856
261.6000002,74.71428577,35.65714283
264.3999999,75.51428568,36.02857145
267.0857142,76.25714291,36.4285714
279.057143,79.68571435,38.05714286
279.0285714,79.68571435,38.05714286
260.4857144,74.37142863,35.51428569
234.4285714,66.97142857,31.97142855
210.6285716,60.14285718,28.71428569
195.1428571,55.74285713,26.6
187,53.39999994,25.48571429
183.2571431,52.34285717,25
183.1714288,52.31428569,24.9714286
188.8571429,53.94285712,25.74285717
208.8857141,59.6571428,28.45714288
241.4285715,68.97142862,32.91428572
262.4571427,74.94285715,35.77142857
267.7714285,76.4857143,36.51428573
269.3714286,76.9428572,36.71428574
270.2857142,77.20000006,36.85714288
270.5142855,77.25714287,36.85714288
269.4571429,76.9428572,36.71428574
269.1714284,76.85714291,36.71428574
265.9428572,75.94285711,36.25714286
263.4571426,75.22857148,35.91428571
264.2285713,75.45714287,36.02857145
267.3428571,76.3428572,36.4285714
268.1714284,76.57142858,36.5714286
277.8857145,79.37142854,37.88571426
279.3142859,79.77142863,38.08571426
262.3142857,74.91428568,35.77142857
237.0857145,67.71428567,32.3142857
212.9428571,60.79999999,29.02857143
197.7714287,56.48571423,26.94285715
190.2285716,54.31428574,25.94285717
186.6000001,53.28571431,25.42857142
186.6000001,53.31428565,25.42857142
192.4000002,54.94285708,26.22857145
211.6285716,60.42857137,28.82857143
242.9142857,69.37142857,33.11428573
263.2571429,75.17142854,35.88571431
267.2285716,76.31428573,36.4285714
268.6571431,76.71428568,36.62857141
269.8857143,77.0857143,36.80000001
268.1714284,76.57142858,36.5714286
265.1142858,75.71428573,36.14285712
263.3428572,75.20000001,35.88571431
259.2857142,74.05714282,35.37142856
254.6285716,72.74285719,34.71428573
252.6285712,72.14285719,34.42857145
251.1714287,71.7428571,34.25714284
249.0857145,71.1428571,33.97142857
257.5428572,73.57142858,35.11428574
262.5142859,74.97142863,35.77142857
248.8571427,71.08571429,33.9142857
228.4857143,65.25714285,31.14285712
206.5142859,58.99999999,28.14285713
191.0857141,54.5714286,26.05714285
182.0857145,52.00000002,24.8285714
176.9714284,50.54285717,24.1142857
175.8857141,50.2285715,23.97142856
177.8857145,50.80000002,24.22857144
185.5142859,52.97142851,25.28571428
195.3142857,55.7714286,26.6285714
212.9142855,60.79999999,29.02857143
228.542857,65.25714285,31.14285712
238.1142856,68,32.45714284
241.8857141,69.08571424,32.97142859
240.8857142,68.80000005,32.82857145
237.3714285,67.77142862,32.37142857
232.9714288,66.54285714,31.77142854
229.1428571,65.4571429,31.25714286
227.8,65.05714281,31.05714285
228.7428572,65.34285714,31.17142859
231.6000001,66.14285719,31.5714286
232.9714288,66.54285714,31.77142854
241.9428573,69.11428572,32.97142859
246.1142857,70.28571424,33.57142855
233.9999999,66.82857147,31.91428568
215.9714286,61.68571432,29.42857145
197.7714287,56.48571423,26.94285715
183.2857142,52.34285717,25
174.1999998,49.74285712,23.74285715
168.8571428,48.22857145,22.99999999
166.8000002,47.62857145,22.71428571
167.1714285,47.74285721,22.77142858
171.0571429,48.85714292,23.31428574
176.5714285,50.42857141,24.05714283
189.8000002,54.19999998,25.85714284
207.9142858,59.39999994,28.34285714
221.8000002,63.34285709,30.22857142
229.0857144,65.42857143,31.22857145
233.1714285,66.59999995,31.80000001
234.0571431,66.82857147,31.91428568
232.3428571,66.3428571,31.68571427
230.8857141,65.94285714,31.48571427
231.3714288,66.08571424,31.54285713
235.1142857,67.14285714,32.05714289
240.6000002,68.71428576,32.79999999
242.7428571,69.31428576,33.08571426
251.5714286,71.82857139,34.28571431
255.4857141,72.97142858,34.8285714
240.9142858,68.80000005,32.85714285
220.6000001,62.99999995,30.05714287
201.1714285,57.45714284,27.42857144
186.9428573,53.39999994,25.48571429
178.742857,51.02857141,24.34285711
174.5714286,49.85714288,23.80000002
173.6857145,49.60000002,23.65714288
178.3142855,50.91428565,24.31428571
194.1714288,55.4571428,26.48571427
216.9714285,61.97142852,29.57142859
241.9142857,69.08571424,32.97142859
260.4857144,74.37142863,35.51428569
273.7714288,78.17142854,37.3142857
284.4285716,81.22857149,38.77142856
291.5428572,83.25714288,39.74285713
295.9714285,84.51428569,40.37142856
299.0285715,85.40000002,40.77142857
299.8857145,85.65714288,40.88571431
299.7142859,85.59999993,40.85714284
299.2285712,85.45714284,40.79999997
296.8285714,84.77142855,40.45714283
291.2857143,83.17142859,39.71428573
293.1142856,83.71428578,39.97142854
296.3142856,84.62857145,40.40000002
275.5714285,78.71428573,37.57142858
247.1428573,70.60000005,33.68571429
220.5714285,62.99999995,30.05714287
202.1428573,57.74285717,27.57142857
191.5428572,54.68571422,26.11428572
185.0571428,52.85714288,25.22857141
182.3428569,52.08571431,24.85714287
186.3428572,53.20000003,25.40000002
201.8000001,57.62857142,27.51428571
225.9714286,64.51428576,30.79999997
252.7428571,72.20000001,34.45714285
268.4285713,76.65714287,36.5714286
277.9428572,79.37142854,37.88571426
284.9714285,81.40000006,38.85714283
288.4857141,82.40000002,39.31428571
289.9999998,82.82857145,39.54285712
292.942857,83.65714283,39.94285714
293.2285715,83.74285712,40.00000001
292.6285714,83.57142855,39.88571427
291.942857,83.37142864,39.8
289.3714286,82.6285714,39.42857145
282.0857145,80.57142854,38.45714288
283.0571428,80.85714287,38.60000002
285.6857144,81.57142864,38.94285716
264.9714284,75.68571425,36.11428572
236.9142859,67.65714286,32.2857143
211.8857145,60.51428566,28.88571429
193.8285716,55.34285717,26.4285714
183.4857144,52.39999998,25.02857141
177.8857145,50.80000002,24.25714284
175.6000001,50.14285721,23.94285716
179.4857141,51.25714279,24.48571432
194.6857141,55.60000003,26.51428573
217.3428573,62.08571428,29.62857146
240.7142856,68.7428571,32.79999999
252.4285715,72.08571425,34.39999998
258.8857143,73.9428572,35.28571428
263.9142857,75.37142858,35.97142858
266.2285712,76.02857139,36.31428573
265.4857141,75.82857148,36.17142859
265.6,75.85714282,36.19999999
263.0857143,75.1428572,35.88571431
259.1999999,74.02857148,35.34285715
258.4571429,73.82857144,35.22857142
259.5714287,74.11428577,35.37142856
259.6857141,74.17142858,35.40000002
266.7142859,76.17142863,36.34285713
268.4571429,76.68571434,36.6
251.1999998,71.7428571,34.25714284
227.0285713,64.82857142,30.94285711
203.942857,58.25714289,27.79999998
188.7142859,53.88571431,25.7142857
180.2571427,51.45714284,24.57142859
175.4857142,50.11428574,23.94285716
174.6285713,49.85714288,23.80000002
179.6857142,51.31428574,24.48571432
195.7142856,55.88571423,26.65714287
220.7714287,63.0571429,30.08571428
243.8285713,69.65714291,33.2285714
254.5142857,72.68571425,34.68571426
261.1428571,74.57142854,35.60000003
266.2857144,76.05714287,36.31428573
268.5999999,76.68571434,36.6
268.1142857,76.57142858,36.5714286
268.2,76.60000006,36.5714286
266.2857144,76.05714287,36.31428573
264.0571427,75.42857139,35.99999998
263.6571428,75.31428577,35.94285711
262.6857145,75.02857144,35.79999997
259.5428571,74.11428577,35.37142856
264.4857142,75.54285715,36.05714285
270.6857141,77.31428568,36.88571428
254.1142858,72.57142862,34.65714286
229.3714284,65.48571424,31.28571426
205.5714287,58.71428566,28.02857146
190.0571431,54.25714279,25.91428571
181.5428572,51.82857145,24.74285713
177.2571428,50.62857145,24.17142857
175.4285715,50.08571426,23.9142857
179.8285712,51.37142855,24.51428572
194.1999999,55.48571427,26.48571427
217.0000001,61.97142852,29.57142859
239.7714288,68.4571429,32.68571431
253.3142856,72.3428571,34.54285712
262.857143,75.05714291,35.82857144
269.9142859,77.0857143,36.80000001
273.257143,78.02857144,37.25714283
273.0857144,77.99999997,37.22857143
273.3714284,78.05714292,37.25714283
271.0285713,77.39999997,36.94285715
267.7428569,76.45714282,36.48571427
265.3999999,75.80000001,36.17142859
261.6857145,74.74285711,35.65714283
255.3142855,72.91428577,34.8285714
258.1142857,73.71428568,35.20000001
262.2285714,74.91428568,35.77142857
247.342857,70.62857139,33.74285716
226.4000001,64.65714285,30.85714284
204.7142857,58.4571428,27.88571426
188.742857,53.88571431,25.7142857
179.3714286,51.22857145,24.45714285
173.9714285,49.68571431,23.71428569
171.5714287,49.00000002,23.37142854
172.8857142,49.39999998,23.57142855
178.6857143,51.02857141,24.34285711
187.3428572,53.48571422,25.54285716
204.1714283,58.3142857,27.82857145
222.9999999,63.68571424,30.40000002
236.4857144,67.5428571,32.22857143
243.6857143,69.59999996,33.2285714
246.1142857,70.28571424,33.57142855
245.9999998,70.25714291,33.54285715
244.3999998,69.8,33.31428574
242.7999998,69.3428571,33.08571426
242.4285715,69.25714281,33.05714286
244.1142858,69.71428572,33.28571427
246.5714288,70.42857148,33.60000002
245.5428572,70.11428567,33.45714288
250.0285713,71.42857143,34.0857143
254.9714288,72.80000001,34.7714286
242.1714286,69.17142853,33.02857146
223.6571427,63.85714281,30.48571429
204.6285714,58.4571428,27.88571426
189.0285715,53.99999994,25.77142857
179.5714284,51.28571426,24.48571432
173.4857143,49.54285721,23.65714288
170.342857,48.65714288,23.2285714
170.2,48.60000006,23.2
173.257143,49.48571426,23.62857142
177.5142857,50.68571426,24.19999997
190.2857144,54.34285708,25.94285717
207.8857142,59.37142861,28.34285714
223.1714285,63.71428571,30.42857142
232.6285716,66.42857138,31.68571427
238.9142858,68.22857138,32.57142858
242.142857,69.14285719,33.02857146
242.2857145,69.2,33.02857146
241.2857141,68.91428567,32.91428572
242.3999999,69.22857148,33.05714286
247.5428572,70.68571433,33.74285716
253.3999999,72.3428571,34.54285712
257.9142855,73.65714287,35.17142855
261.4857143,74.65714282,35.62857143
257.4285713,73.51428577,35.08571428
240.1428571,68.57142853,32.74285712
219.4285715,62.65714281,29.91428573
200.0571426,57.1142857,27.2857143
187.4571431,53.54285717,25.57142856
180.8000001,51.62857141,24.62857146
177.8285713,50.77142855,24.22857144
177.2000001,50.62857145,24.14285717
182.3142858,52.05714284,24.85714287
201.5999999,57.5714286,27.4857143
234.9428571,67.08571433,32.02857142
260.1714288,74.28571434,35.48571429
270.657143,77.31428568,36.88571428
275.9428573,78.82857149,37.62857145
279.8285712,79.91428573,38.14285713
281.4000001,80.37142863,38.34285714
279.6285715,79.85714292,38.11428573
278.3714286,79.51428578,37.94285713
274.5428569,78.40000006,37.42857144
271.4857144,77.51428573,37.00000002
272.6285713,77.88571434,37.17142856
275.857143,78.80000002,37.59999998
275.2857145,78.62857144,37.54285717
278.3142859,79.4857143,37.94285713
277.5142857,79.25714292,37.82857145
257.9714287,73.68571434,35.17142855
231.4857142,66.11428571,31.54285713
207.3142857,59.20000003,28.25714287
191.8000001,54.77142851,26.14285712
184.4,52.65714284,25.14285714
180.4000002,51.51428565,24.59999999
179.6285715,51.28571426,24.48571432
185.0571428,52.85714288,25.22857141
203.1428573,58.02857137,27.68571431
233.1714285,66.59999995,31.80000001
255.8857145,73.05714286,34.88571427
263.1714286,75.17142854,35.88571431
267.3142859,76.3428572,36.4285714
270.2571426,77.20000006,36.85714288
270.0285713,77.11428577,36.82857141
267.9714287,76.54285711,36.54285714
266.9999999,76.25714291,36.4
264.0857143,75.42857139,35.99999998
261.257143,74.62857148,35.62857143
261.6571429,74.74285711,35.65714283
263.3142856,75.17142854,35.88571431
263.7999998,75.34285711,35.97142858
271.2571431,77.48571425,37.00000002
278.1714285,79.45714283,37.94285713
260.9142858,74.51428572,35.57142856
233.8285713,66.77142853,31.88571428
209.3999999,59.80000003,28.57142855
193.657143,55.3142857,26.39999999
185.6571429,53.02857145,25.28571428
182.0000002,51.97142855,24.8
180.9142855,51.68571422,24.65714286
186.9142857,53.3714286,25.48571429
205.3142858,58.62857137,27.99999999
235.4000002,67.22857143,32.08571429
256.1714285,73.17142862,34.94285714
261.6000002,74.71428577,35.65714283
264.9142857,75.65714291,36.11428572
267.1714285,76.28571425,36.4285714
268.057143,76.54285711,36.54285714
266.7714286,76.17142863,36.37142859
266.2285712,76.02857139,36.31428573
262.6285713,74.99999996,35.79999997
260.2571431,74.31428568,35.48571429
260.7428572,74.45714291,35.54285716
262.3714284,74.91428568,35.77142857
263.4857142,75.22857148,35.91428571
269.5428572,76.97142854,36.74285714
274.4857142,78.40000006,37.39999997
258.4285713,73.79999996,35.22857142
233.0857142,66.57142862,31.77142854
209.4285715,59.80000003,28.57142855
193.5428571,55.25714289,26.37142859
185.1999998,52.88571422,25.25714288
181.8,51.91428574,24.77142859
181.8,51.91428574,24.77142859
187.6285717,53.59999998,25.57142856
206.6571429,59.02857146,28.1714286
236.8857143,67.65714286,32.2857143
257.8285712,73.62857139,35.14285715
263.4571426,75.22857148,35.91428571
265.8000002,75.91428577,36.22857146
267.8857144,76.51428577,36.51428573
269.057143,76.82857144,36.68571427
268.0285714,76.54285711,36.54285714
268.2,76.60000006,36.5714286
265.3428571,75.77142854,36.17142859
263.1142859,75.1428572,35.88571431
265.5714284,75.85714282,36.19999999
271.1714288,77.45714292,36.97142855
272.8857142,77.94285716,37.20000003
276.8285713,79.05714287,37.74285712
276.7714286,79.0285714,37.74285712
258.7428573,73.88571425,35.25714288
232.6,66.42857138,31.68571427
208.6000001,59.57142852,28.42857141
192.5999999,55.00000003,26.25714286
183.8571427,52.51428574,25.05714287
179.2571428,51.19999998,24.42857145
178.1714285,50.88571431,24.28571431
182.6285714,52.14285712,24.88571427
199.8285713,57.08571423,27.22857143
229.6857145,65.6,31.28571426
253.0285716,72.25714282,34.48571425
261.8571431,74.80000005,35.7142857
266.1142858,76.00000006,36.28571426
268.8000001,76.77142863,36.65714287
268.2571427,76.60000006,36.5714286
265.4857141,75.82857148,36.17142859
263.7999998,75.34285711,35.97142858
259.5999998,74.14285711,35.37142856
255.457143,72.94285711,34.8285714
254.3714287,72.62857144,34.68571426
253.8285714,72.48571434,34.59999999
253.0285716,72.25714282,34.48571425
260.0000002,74.25714287,35.45714283
268.4285713,76.68571434,36.5714286
256.8000001,73.3428572,35.00000001
236.3142859,67.51428576,32.22857143
214.8,61.34285718,29.28571431
198.7714287,56.77142856,27.08571429
189.742857,54.17142851,25.85714284
185.542857,52.99999998,25.28571428
183.942857,52.51428574,25.05714287
186.4285715,53.25714284,25.42857142
193.0285713,55.11428565,26.31428572
202.4285713,57.79999999,27.59999998
221.0571427,63.14285718,30.14285714
236.4857144,67.5428571,32.22857143
244.6,69.85714282,33.34285714
245.9428571,70.22857143,33.54285715
244.0285715,69.68571424,33.25714287
239.7714288,68.4571429,32.68571431
234.7428569,67.02857138,32.00000002
230.2285713,65.7428571,31.4
227.4857144,64.97142852,30.99999998
228.7714288,65.34285714,31.17142859
232.0571427,66.28571428,31.62857141
234.1714285,66.88571428,31.94285715
240.3714284,68.65714281,32.77142858
249.6285714,71.28571434,34.02857143
239.6857145,68.42857143,32.65714285
222.3999998,63.51428566,30.31428569
204.1142856,58.3142857,27.82857145
188.9142856,53.9714286,25.74285717
180.4571429,51.54285712,24.59999999
176.2571429,50.34285712,24.02857143
174.9142858,49.94285716,23.82857142
176.1142859,50.31428578,24.00000003
179.8571428,51.37142855,24.51428572
185.7428572,53.05714279,25.31428569
199.6285716,56.99999994,27.20000003
215.2857142,61.48571428,29.34285711
226.5714287,64.68571433,30.88571431
231.2857145,66.0571429,31.54285713
233.3142855,66.62857143,31.82857141
232.2571428,66.31428576,31.65714287
229.1714287,65.4571429,31.25714286
225.8285716,64.51428576,30.77142857
225.2857143,64.34285718,30.7142857
228.6571429,65.31428567,31.17142859
235.057143,67.11428567,32.05714289
239.0571428,68.28571433,32.59999998
246.7142858,70.45714282,33.62857142
257.8857144,73.65714287,35.14285715
243,69.37142857,33.14285713
220.2571429,62.91428566,30.02857141
199.4857141,56.9714286,27.20000003
186.2285713,53.17142855,25.40000002
179.5142856,51.28571426,24.48571432
177.0571427,50.57142864,24.14285717
177.9428572,50.82857136,24.25714284
184.8857142,52.79999994,25.20000001
204.5142855,58.42857146,27.88571426
237.4285712,67.79999996,32.37142857
259.4857144,74.11428577,35.37142856
263.857143,75.34285711,35.97142858
266.2857144,76.05714287,36.31428573
268.1428573,76.57142858,36.5714286
267.9428571,76.54285711,36.54285714
266.0571426,76.00000006,36.28571426
265.5142857,75.82857148,36.19999999
262.6571429,74.99999996,35.79999997
259.9142859,74.25714287,35.42857142
259.7142857,74.17142858,35.40000002
261.4857143,74.6857143,35.62857143
263.6285712,75.2857143,35.94285711
270.942857,77.37142863,36.94285715
276.3428571,78.91428577,37.65714285
256.7714285,73.31428572,35.00000001
229.6571429,65.6,31.28571426
205.3142858,58.62857137,27.99999999
189.8000002,54.19999998,25.85714284
182.4857144,52.11428565,24.88571427
178.5714284,50.99999993,24.34285711
177.6571427,50.74285708,24.19999997
182.1714283,52.02857136,24.8285714
200.9428572,57.37142856,27.37142857
233.6571427,66.74285719,31.85714288
259.6857141,74.17142858,35.40000002
269.9714286,77.0857143,36.80000001
276.457143,78.97142859,37.68571431
280.2571427,80.05714283,38.2
284.0571428,81.14285721,38.74285716
283.4285716,80.94285716,38.62857142
281.1714283,80.31428569,38.34285714
277.9999999,79.40000002,37.91428572
275.6285717,78.71428573,37.57142858
277.4857141,79.22857144,37.82857145
281.4285712,80.37142863,38.34285714
281.4285712,80.37142863,38.34285714
283.1999998,80.85714287,38.62857142
283.0000001,80.8285714,38.60000002
264.0285716,75.40000006,35.99999998
235.9999998,67.4,32.17142856
211.3714287,60.34285709,28.82857143
195.2285714,55.74285713,26.6285714
186.6000001,53.31428565,25.42857142
182.2571426,52.05714284,24.85714287
181.2285716,51.77142851,24.71428573
186.0857143,53.14285708,25.37142855
204.2571426,58.34285718,27.85714285
236.7714284,67.62857138,32.2857143
261.1714287,74.57142854,35.60000003
268.2857143,76.6285714,36.5714286
272.4,77.80000006,37.11428569
275.7714287,78.7428572,37.59999998
275.9142857,78.80000002,37.62857145
273.9714285,78.22857149,37.34285717
273.0285712,77.97142863,37.22857143
269.8285716,77.0857143,36.80000001
267.1142858,76.28571425,36.4285714
268.057143,76.54285711,36.54285714
271.2857142,77.48571425,37.00000002
273.6571429,78.17142854,37.3142857
278.5714284,79.54285711,37.97142859
280.5428572,80.11428578,38.2285714
262.6857145,75.02857144,35.79999997
235.1142857,67.14285714,32.05714289
210.4285714,60.08571423,28.68571429
194.0857145,55.42857146,26.45714286
185.7142856,53.02857145,25.31428569
181.1714284,51.74285717,24.68571426
180.0857141,51.42857136,24.54285712
185.1428571,52.88571422,25.22857141
203.1142857,58.02857137,27.68571431
236.0285714,67.4,32.17142856
261.1142855,74.57142854,35.60000003
269.1142857,76.85714291,36.68571427
273.3142857,78.05714292,37.25714283
276.5428573,78.97142859,37.68571431
277.457143,79.22857144,37.82857145
275.3142856,78.62857144,37.54285717
274.6857144,78.4285714,37.45714284
270.7142857,77.31428568,36.91428568
267.9999998,76.54285711,36.54285714
269.342857,76.91428573,36.71428574
272.2857141,77.77142859,37.11428569
273.3714284,78.05714292,37.25714283
277.6285716,79.28571426,37.85714285
279.6285715,79.85714292,38.11428573
262.0000001,74.82857139,35.7142857
234.6571427,67.00000004,31.97142855
209.7142855,59.88571432,28.57142855
193.4571428,55.22857141,26.37142859
184.4285716,52.65714284,25.14285714
179.7714285,51.34285708,24.48571432
178.5142857,50.99999993,24.34285711
183.0000002,52.25714288,24.94285714
200.2571428,57.19999999,27.3142857
232.4285714,66.37142857,31.68571427
257.4000002,73.51428577,35.08571428
267.6571427,76.42857149,36.48571427
272.7428572,77.88571434,37.17142856
277.6571427,79.28571426,37.85714285
278.3142859,79.4857143,37.94285713
276.6857143,79.00000006,37.71428572
275.7142855,78.7428572,37.57142858
271.5999998,77.57142854,37.02857142
267.9428571,76.54285711,36.54285714
267.6571427,76.42857149,36.48571427
266.8857145,76.22857144,36.4
264.4571431,75.51428568,36.02857145
264.7714287,75.59999997,36.08571432
267.9142855,76.51428577,36.51428573
254.5428573,72.68571425,34.68571426
233.0857142,66.57142862,31.77142854
210.6,60.14285718,28.68571429
192.657143,55.02857137,26.25714286
182.7428573,52.1714286,24.88571427
176.6285717,50.45714288,24.05714283
173.8571431,49.65714283,23.68571429
174.7714287,49.91428569,23.80000002
180.4000002,51.51428565,24.59999999
190.9428571,54.54285713,26.02857145
209.3714288,59.80000003,28.54285715
228.8285715,65.34285714,31.19999999
241.3999999,68.94285714,32.91428572
246.9714287,70.5428571,33.65714289
248.0571429,70.85714291,33.82857143
245.5999999,70.14285715,33.48571428
241.5428569,68.97142862,32.91428572
237.6285714,67.8571429,32.39999997
234.9428571,67.08571433,32.02857142
234.7428569,67.02857138,32.00000002
236.1714284,67.45714281,32.20000003
235.6571431,67.31428571,32.11428569
238.3428574,68.05714281,32.51428571
247.342857,70.62857139,33.74285716
238.1714288,68.02857147,32.4857143
220.7714287,63.0571429,30.08571428
202.1142857,57.7142857,27.54285717
187.1714286,53.45714288,25.51428569
177.7714286,50.77142855,24.22857144
172.2857142,49.20000007,23.48571428
169.5999999,48.42857149,23.11428573
169.6285715,48.45714283,23.11428573
172.0285713,49.14285712,23.45714288
177.2285713,50.62857145,24.17142857
191.5999999,54.7142857,26.11428572
209.1142859,59.71428575,28.51428574
222.3999998,63.51428566,30.31428569
229.3714284,65.48571424,31.28571426
232.142857,66.28571428,31.65714287
232.2000001,66.31428576,31.65714287
229.8857142,65.65714281,31.34285713
226.7428573,64.77142861,30.91428571
226.0857145,64.57142857,30.82857144
229.4857143,65.54285719,31.28571426
235.5428572,67.2571429,32.11428569
239.2857141,68.34285714,32.62857144
244.457143,69.8,33.31428574
256.4857141,73.25714291,34.94285714
242.3142856,69.2,33.05714286
219.5428569,62.68571428,29.91428573
198.0857143,56.54285717,27.00000002
182.8285716,52.22857141,24.91428573
175.1714286,50.02857145,23.88571429
171.8857143,49.08571431,23.42857141
171.3428569,48.94285721,23.37142854
177.3142856,50.62857145,24.17142857
193.9714286,55.39999998,26.4285714
