heat_load_shifting,heat_load_shifting,heat_load_shifting
2030,2030,2030
moderate,moderate,moderate
NENGREST,NENG_CT,NENG_ME
212.3428571,60.62857142,28.97142856
213.1714284,60.88571428,29.05714284
220.8857141,63.08571423,30.11428574
243.0571427,69.40000005,33.14285713
282.9714285,80.8285714,38.57142855
306.0000001,87.39999994,41.74285714
308.2857145,88.02857141,42.02857142
308.6000001,88.14285717,42.05714289
308.4571431,88.08571422,42.05714289
305.7999999,87.34285712,41.68571428
300.6285715,85.85714279,40.97142858
297.3999999,84.91428565,40.54285716
293.2285715,83.74285712,40.00000001
294.2285714,84.02857145,40.11428574
314.0285713,89.68571432,42.82857145
340.7142855,97.31428575,46.45714287
339.8857142,97.0571429,46.34285713
330.7714287,94.45714285,45.08571428
317.542857,90.68571427,43.28571427
295.6857145,84.45714288,40.31428569
267.8857144,76.51428577,36.51428573
243.2857144,69.48571433,33.1714286
227.1428572,64.8571429,30.97142858
219.1142859,62.57142852,29.85714287
214.657143,61.28571423,29.25714284
214.3714286,61.19999995,29.22857144
220.5714285,62.99999995,30.05714287
241.0285716,68.85714286,32.85714285
279.8857144,79.91428573,38.1714286
300.5999999,85.85714279,40.97142858
301.6857142,86.14285712,41.11428572
303.2285715,86.60000003,41.34285713
303.3142858,86.62857136,41.34285713
300.3999998,85.79999998,40.94285711
295.4285716,84.37142859,40.25714288
292.942857,83.65714283,39.94285714
290.3142859,82.88571426,39.57142859
292.2857142,83.45714292,39.85714287
311.3999998,88.94285708,42.45714284
333.1714285,95.14285713,45.42857143
330.7142855,94.45714285,45.08571428
322.5142857,92.11428566,43.97142857
310.4285714,88.65714289,42.3142857
289.9714287,82.79999998,39.54285712
263,75.11428572,35.85714284
239.542857,68.39999996,32.62857144
224.6857142,64.17142861,30.62857143
217.1999998,62.02857147,29.62857146
213.8000001,61.05714285,29.14285717
214.7428573,61.31428571,29.25714284
221.5142857,63.25714281,30.17142855
243.6285716,69.57142862,33.2
282.6285714,80.71428578,38.54285715
303.3142858,86.62857136,41.34285713
303.3142858,86.62857136,41.34285713
301.5142856,86.11428565,41.08571432
300.4571429,85.79999998,40.94285711
298.0571427,85.11428569,40.62857143
293.8571427,83.91428569,40.05714288
292.1714283,83.42857145,39.8285714
289.3999998,82.6285714,39.42857145
291.342857,83.20000007,39.71428573
310.2000001,88.5714286,42.3142857
333.2571428,95.17142861,45.42857143
332.0285715,94.82857146,45.28571429
323.8571428,92.48571427,44.14285717
311.4285714,88.94285708,42.45714284
290.1142857,82.85714292,39.57142859
262.3714284,74.91428568,35.77142857
237.942857,67.94285719,32.42857144
221.8571429,63.34285709,30.22857142
212.9714287,60.82857146,29.02857143
208.7999998,59.62857146,28.45714288
208.7142855,59.59999999,28.42857141
215.1714283,61.42857147,29.34285711
235.4000002,67.22857143,32.08571429
271.8,77.62857149,37.05714289
296.9428573,84.80000002,40.48571429
303.9142859,86.79999994,41.4285714
308.8857141,88.22857146,42.11428569
313.2571427,89.4571428,42.68571431
314.3428569,89.7714286,42.85714286
313.1142857,89.42857146,42.68571431
311.7142858,89.02857137,42.48571431
307.5714285,87.82857137,41.91428569
306.8285715,87.62857146,41.82857141
321.4857141,91.79999999,43.82857143
338.0571428,96.54285718,46.11428572
334.6571431,95.57142856,45.62857143
324.7142857,92.74285713,44.25714285
311.1142858,88.82857146,42.42857144
289.2285716,82.60000007,39.42857145
261.6857145,74.74285711,35.65714283
237.7714284,67.88571424,32.39999997
220.9714284,63.11428571,30.11428574
212.5142856,60.68571423,28.97142856
208.5142858,59.54285718,28.40000001
207.7428572,59.34285713,28.31428574
213.342857,60.91428575,29.0857143
232.457143,66.40000004,31.68571427
268.7714285,76.74285716,36.62857141
292.5142855,83.54285721,39.85714287
297.1142859,84.85714284,40.5142857
298.3714287,85.19999998,40.65714283
298.7714286,85.31428574,40.74285717
297.4857142,84.94285712,40.54285716
294.7714288,84.20000002,40.20000002
293.5714287,83.82857141,40.02857141
292.4857144,83.54285721,39.85714287
296.7142855,84.74285708,40.45714283
315.1714288,90.02857146,42.97142859
333.6571427,95.31428571,45.48571429
330.6285712,94.42857137,45.08571428
322.1714285,92.02857137,43.9142857
311.4571429,88.97142856,42.45714284
295.4857143,84.37142859,40.28571429
274.0285716,78.25714283,37.37142857
252.6571428,72.14285719,34.42857145
235.9428571,67.37142853,32.17142856
226.1999999,64.60000004,30.82857144
220.7142855,63.0571429,30.08571428
219.0285716,62.54285718,29.85714287
221.3142856,63.19999999,30.17142855
229.0571428,65.42857143,31.22857145
243.5714284,69.54285715,33.2
258.2285716,73.74285715,35.20000001
274.7428571,78.45714287,37.45714284
287.7714286,82.19999997,39.22857144
293.2571431,83.74285712,40.00000001
291.4285713,83.2285714,39.71428573
286.7999998,81.91428578,39.11428571
281.4285712,80.37142863,38.34285714
278.8857144,79.6285714,38.02857146
281.1428572,80.28571435,38.34285714
299.457143,85.51428565,40.82857144
324.4571429,92.65714285,44.22857144
324.3714286,92.62857137,44.22857144
317.1142855,90.57142851,43.25714287
307.1142859,87.71428574,41.88571428
294.9714285,84.2285715,40.22857142
280.5142856,80.11428578,38.2285714
263.6857144,75.31428577,35.94285711
247.8571427,70.77142862,33.80000002
238.3428574,68.05714281,32.51428571
234.5142856,66.97142857,31.97142855
234.0571431,66.82857147,31.91428568
236.6857142,67.60000005,32.25714283
243.2857144,69.48571433,33.1714286
254.6571427,72.74285719,34.71428573
266.9142856,76.22857144,36.4
284.2857141,81.17142854,38.77142856
297.3142856,84.91428565,40.54285716
304.4285717,86.94285717,41.48571427
306.7999999,87.59999998,41.82857141
306.542857,87.54285717,41.80000001
303.4285712,86.68571431,41.3714286
301.5714288,86.14285712,41.11428572
304.0000002,86.79999994,41.45714287
323.7142858,92.4571428,44.14285717
349.4571427,99.80000004,47.62857145
349.8857142,99.91428567,47.71428572
340.1428571,97.14285718,46.3714286
330.3999999,94.37142856,45.02857141
313.942857,89.65714284,42.79999999
294.2857141,84.05714292,40.11428574
274.6000001,78.4285714,37.42857144
260.7714284,74.48571425,35.54285716
253.5714285,72.40000005,34.54285712
250.6571429,71.57142853,34.17142857
250.7714288,71.62857148,34.17142857
256.5428572,73.28571425,34.97142854
271.6857141,77.60000001,37.02857142
296.6857144,84.74285708,40.45714283
315.1142856,89.99999998,42.97142859
327.7714288,93.59999999,44.68571426
334.8285712,95.62857138,45.65714284
337.5428571,96.39999995,46.02857145
334.8571428,95.62857138,45.65714284
329.4857142,94.08571423,44.91428574
325.7428573,93.02857146,44.39999998
321.6571427,91.8571428,43.85714283
322.2571428,92.05714284,43.9142857
338.6857145,96.71428575,46.17142859
360.542857,102.9714286,49.14285717
356.5428572,101.8285714,48.60000002
345.7714285,98.74285714,47.14285716
330.0571427,94.2571428,45.00000001
307.4285715,87.80000003,41.91428569
280.3714286,80.05714283,38.2
255.3999998,72.94285711,34.8285714
238.2285715,68.02857147,32.4857143
228.5714286,65.28571433,31.14285712
224.2285716,64.02857138,30.57142856
223.0571431,63.71428571,30.40000002
228.6857145,65.31428567,31.17142859
248.1428572,70.85714291,33.82857143
283.3714284,80.94285716,38.62857142
304.0285713,86.82857141,41.45714287
307.0857143,87.71428574,41.88571428
307.2285713,87.74285708,41.88571428
307,87.68571427,41.85714288
305.8285715,87.34285712,41.68571428
304.1999999,86.88571422,41.48571427
303.8285716,86.79999994,41.4285714
302.8285716,86.48571427,41.28571426
305.7428572,87.31428565,41.68571428
322.7142858,92.1714286,43.99999997
339.1714287,96.85714285,46.25714286
334.4571429,95.51428575,45.60000003
324.3714286,92.62857137,44.19999998
309.3714287,88.37142855,42.17142856
287,81.94285712,39.14285717
259.0571429,73.97142854,35.31428569
233.9428572,66.82857147,31.88571428
217.0571428,61.97142852,29.59999999
208.4285715,59.5142857,28.40000001
203.942857,58.25714289,27.79999998
203.4571429,58.08571432,27.74285712
210.1142858,59.99999994,28.65714288
231.8285714,66.2,31.6
271.5999998,77.57142854,37.02857142
292.4285712,83.51428574,39.85714287
294.6000002,84.11428574,40.14285715
296.3714283,84.62857145,40.40000002
298.6571427,85.31428574,40.7142857
298.8000002,85.34285708,40.74285717
297.4285715,84.94285712,40.54285716
297.0857143,84.85714284,40.5142857
295.6571429,84.45714288,40.31428569
298.1714286,85.1714285,40.65714283
315.9142858,90.20000003,43.08571427
345.7428574,98.74285714,47.14285716
348.2571431,99.48571424,47.48571431
342.2285713,97.74285718,46.65714287
330.4285715,94.37142856,45.02857141
310.4857141,88.68571422,42.3142857
285.0571428,81.40000006,38.85714283
261.6285713,74.71428577,35.65714283
247.0857141,70.57142858,33.68571429
240.1142855,68.57142853,32.74285712
237.2285715,67.77142862,32.34285717
237.7714284,67.88571424,32.39999997
245.3142859,70.05714286,33.45714288
267.2000001,76.31428573,36.4285714
307.2000002,87.74285708,41.88571428
328.1714287,93.71428575,44.74285713
329.0857143,93.97142861,44.88571427
327.4,93.5142857,44.62857146
325.6285714,92.99999999,44.39999998
321.6,91.82857146,43.82857143
316.542857,90.42857141,43.14285713
313.4000002,89.51428574,42.71428572
309.6571427,88.42857137,42.22857143
311.7714285,89.05714284,42.51428571
327.4857143,93.54285718,44.65714286
349.4285716,99.80000004,47.62857145
348.8,99.62857147,47.57142858
342.7714286,97.88571428,46.74285715
329.0285716,93.97142861,44.85714287
307.3428572,87.77142855,41.88571428
280.057143,79.97142854,38.2
255.3142855,72.91428577,34.8285714
238.5714287,68.1428571,32.51428571
229.1428571,65.4571429,31.25714286
224.8285712,64.19999995,30.62857143
223.8571428,63.94285709,30.51428569
230.6000001,65.88571433,31.4285714
250.8285715,71.62857148,34.19999998
288.2000001,82.31428573,39.31428571
308.0857143,87.99999994,42.00000002
310.3428571,88.62857141,42.3142857
311.2285716,88.88571427,42.42857144
312.1142857,89.14285713,42.57142858
310.8571429,88.77142851,42.37142857
307.3428572,87.77142855,41.88571428
305.1142855,87.14285708,41.60000001
301.4285713,86.08571431,41.08571432
301.9428571,86.25714288,41.17142859
315.3714285,90.0571428,42.99999999
340.1714286,97.17142852,46.3714286
338.8857142,96.80000004,46.19999999
330.5714285,94.40000004,45.05714288
319.7999998,91.34285708,43.60000002
304.4000001,86.94285717,41.48571427
283.4285716,80.94285716,38.62857142
261.4857143,74.65714282,35.62857143
245.8285712,70.19999996,33.51428575
237.0571429,67.68571433,32.3142857
231.6857144,66.17142852,31.5714286
229.6000002,65.57142852,31.28571426
231.5428574,66.14285719,31.54285713
239.0285713,68.28571433,32.59999998
253.8285714,72.48571434,34.59999999
271.4571428,77.51428573,37.00000002
291.0857141,83.14285712,39.68571426
308.2000002,87.99999994,42.02857142
318.7428571,91.02857141,43.45714288
323.2285716,92.3142857,44.05714284
323.2,92.3142857,44.05714284
319.1142859,91.14285717,43.51428568
313.8857143,89.62857137,42.79999999
311.6857142,89.00000003,42.48571431
323.5999999,92.39999999,44.11428571
344.0285715,98.2571429,46.91428569
340.4571426,97.22857147,46.4
328.6857145,93.85714285,44.8
316.542857,90.39999994,43.14285713
300.8285712,85.91428574,40.99999998
281.5142855,80.39999997,38.37142854
262.6000002,74.99999996,35.79999997
247.8571427,70.77142862,33.80000002
239.7142856,68.4571429,32.68571431
235.8000001,67.34285719,32.14285716
234.0857142,66.85714281,31.91428568
235.6285715,67.28571424,32.11428569
242.0571427,69.11428572,32.99999999
253.4571431,72.37142858,34.54285712
265.8857145,75.94285711,36.25714286
282.3714285,80.62857149,38.48571428
292.5428571,83.54285721,39.88571427
296.5428569,84.68571426,40.42857142
296.4857142,84.65714279,40.40000002
294.7142856,84.17142855,40.17142855
292.4857144,83.54285721,39.85714287
291.5999999,83.28571435,39.74285713
292.1142856,83.42857145,39.8285714
305.7428572,87.31428565,41.68571428
326.0857145,93.14285709,44.45714285
326.1999999,93.14285709,44.45714285
320.2285713,91.45714284,43.65714289
308.4857142,88.1142857,42.05714289
289.1714285,82.60000007,39.42857145
267.5428572,76.40000001,36.45714286
245.6285715,70.14285715,33.48571428
229.8857142,65.65714281,31.34285713
221.8571429,63.34285709,30.22857142
218.6000002,62.42857142,29.8
218.7714288,62.48571423,29.8285714
225.5428572,64.4,30.74285717
246.2,70.31428572,33.57142855
283.8571431,81.05714292,38.71428569
304.9714285,87.08571427,41.5714286
309.5428573,88.42857137,42.20000003
312.1142857,89.14285713,42.57142858
314.5428571,89.82857141,42.88571426
314.0857145,89.68571432,42.82857145
311.0857142,88.82857146,42.42857144
308.9142857,88.22857146,42.11428569
305.6000002,87.28571431,41.65714287
305.7428572,87.31428565,41.68571428
319.6857144,91.28571427,43.57142855
340.0000001,97.08571424,46.3714286
337.1714288,96.28571432,45.97142858
326.4857144,93.22857137,44.51428572
311.1142858,88.82857146,42.42857144
288.457143,82.37142855,39.31428571
260.0857145,74.25714287,35.45714283
234.3714286,66.9428571,31.97142855
218.0285712,62.25714285,29.71428573
207.6571429,59.31428566,28.28571427
202.5999999,57.8571428,27.59999998
201.3142859,57.48571432,27.45714284
207.0285712,59.14285709,28.2285714
226.1428572,64.57142857,30.82857144
264.1142859,75.42857139,36.02857145
285.1142859,81.40000006,38.8857143
287.2285713,82.0285714,39.17142857
286.0285716,81.68571426,38.99999997
286.3714288,81.80000002,39.02857143
285.1714286,81.4285714,38.8857143
281.9142859,80.51428573,38.42857141
279.7714285,79.91428573,38.14285713
276.742857,79.0285714,37.71428572
276.9714288,79.08571435,37.77142858
290.8285712,83.05714283,39.65714286
316.3142857,90.34285713,43.11428573
316.6000002,90.42857141,43.1714286
309.0857143,88.28571427,42.14285716
296.8285714,84.77142855,40.45714283
276.5428573,78.97142859,37.68571431
251.1999998,71.7428571,34.25714284
227.4857144,64.97142852,30.99999998
212.2285716,60.59999995,28.94285716
204.5714287,58.42857146,27.88571426
201.1714285,57.45714284,27.42857144
201.3428571,57.51428566,27.45714284
207.7999999,59.34285713,28.31428574
228.7714288,65.34285714,31.17142859
268.4571429,76.68571434,36.6
290.5999999,83.00000002,39.62857146
292.4571428,83.51428574,39.85714287
294.0857144,83.97142864,40.11428574
295.4285716,84.37142859,40.25714288
294.6571429,84.14285721,40.17142855
291.7142857,83.28571435,39.7714286
290.1428573,82.85714292,39.57142859
286.7999998,81.91428578,39.11428571
286.3428572,81.80000002,39.02857143
299.2285712,85.45714284,40.79999997
327.3714284,93.5142857,44.62857146
329.2857141,94.05714289,44.88571427
321.7714286,91.91428575,43.8857143
309.9999999,88.54285713,42.25714283
288.8571429,82.48571431,39.37142858
261.4857143,74.65714282,35.62857143
237.1999999,67.74285714,32.34285717
221.3714287,63.22857147,30.17142855
213.2571427,60.88571428,29.0857143
209.4285715,59.80000003,28.57142855
209.2857145,59.77142856,28.54285715
215.9142859,61.68571432,29.42857145
235.9999998,67.4,32.17142856
275.4285715,78.65714292,37.54285717
296.5142858,84.68571426,40.42857142
297.9428573,85.08571422,40.62857143
297.0285716,84.82857136,40.5142857
296.2857141,84.62857145,40.40000002
294.3428573,84.08571426,40.11428574
292.0000002,83.39999998,39.8
291.7714285,83.31428569,39.7714286
290.9428571,83.08571431,39.65714286
293.1714288,83.71428578,39.97142854
307.4285715,87.80000003,41.91428569
329.8285714,94.19999999,44.97142854
329,93.97142861,44.85714287
321.3999998,91.79999999,43.80000003
308.6571428,88.14285717,42.08571429
288.2857144,82.34285721,39.31428571
261.4857143,74.6857143,35.62857143
237.5142855,67.82857143,32.37142857
221.2857144,63.17142852,30.17142855
211.9714288,60.54285713,28.88571429
207.7142856,59.31428566,28.31428574
206.1999998,58.88571423,28.11428573
211.6571427,60.45714285,28.82857143
230.3142856,65.77142857,31.4
265.5714284,75.85714282,36.19999999
289.4857141,82.65714288,39.45714285
296.857143,84.77142855,40.48571429
301.6857142,86.14285712,41.11428572
304.942857,87.08571427,41.5714286
306.0000001,87.3714286,41.71428574
303.8857143,86.79999994,41.4285714
301.4571429,86.11428565,41.08571432
297.4857142,84.94285712,40.54285716
296.1142859,84.5714285,40.37142856
305.1714287,87.14285708,41.62857141
318.3714283,90.91428566,43.40000001
313.6857142,89.60000003,42.77142859
303.1142856,86.54285708,41.34285713
291.7142857,83.31428569,39.7714286
276.2857144,78.91428577,37.65714285
255.7714286,73.02857139,34.85714287
234.9428571,67.08571433,32.02857142
218.1999998,62.31428566,29.74285713
208.0857143,59.42857142,28.37142854
202.9428571,57.94285709,27.65714285
201.0285715,57.40000003,27.39999997
202.8285712,57.91428575,27.65714285
211.3142855,60.34285709,28.82857143
226.0000002,64.54285709,30.79999997
241.6571428,68.99999996,32.94285712
258.2571427,73.74285715,35.22857142
268.8571428,76.79999997,36.65714287
273.5714286,78.1428572,37.2857143
270.942857,77.37142863,36.94285715
265.8285713,75.91428577,36.22857146
258.8857143,73.9428572,35.28571428
254.6571427,72.74285719,34.71428573
254.742857,72.77142853,34.71428573
266.8857145,76.22857144,36.4
292.5428571,83.54285721,39.88571427
294.6571429,84.14285721,40.17142855
286.0571427,81.68571426,38.99999997
277.2857144,79.19999997,37.79999999
263.9714284,75.37142858,35.99999998
246.9428571,70.51428576,33.65714289
228.7999999,65.34285714,31.19999999
214.057143,61.14285713,29.17142857
205.1999999,58.60000003,27.97142859
200.5142857,57.2571428,27.34285716
198.9714284,56.82857137,27.11428569
200.8857145,57.37142856,27.37142857
206.8285715,59.08571427,28.2
217.7999999,62.20000004,29.68571426
228.8571431,65.34285714,31.19999999
245.3428571,70.05714286,33.45714288
256.5428572,73.28571425,34.97142854
262.6571429,75.02857144,35.79999997
264.7999998,75.62857144,36.08571432
264,75.40000006,35.99999998
261.3142857,74.62857148,35.62857143
258.4857144,73.82857144,35.22857142
259.5999998,74.14285711,35.37142856
274.5428569,78.4285714,37.42857144
305.0000001,87.08571427,41.60000001
309.742857,88.45714284,42.22857143
302.4285713,86.37142851,41.22857146
291.0285714,83.11428578,39.68571426
272.6285713,77.88571434,37.17142856
250.3428573,71.48571425,34.14285717
229.5714286,65.57142852,31.28571426
215.5428571,61.54285709,29.37142858
208.6000001,59.57142852,28.42857141
205.8857142,58.79999994,28.05714286
206.6857145,59.02857146,28.1714286
214.1714284,61.14285713,29.19999997
235.3142859,67.19999995,32.08571429
275.1142859,78.57142863,37.51428571
296.4857142,84.65714279,40.40000002
299.2857144,85.45714284,40.79999997
301.8285712,86.19999993,41.14285712
301.5714288,86.14285712,41.11428572
300.2857144,85.74285717,40.94285711
297.9428573,85.08571422,40.62857143
295.7142856,84.45714288,40.31428569
292.5999998,83.54285721,39.88571427
293.5999998,83.85714288,40.02857141
306.0000001,87.3714286,41.71428574
335.057143,95.71428566,45.6857143
338.7428572,96.74285709,46.19999999
330.7428571,94.45714285,45.08571428
318.3428572,90.91428566,43.40000001
296.6000001,84.71428574,40.42857142
268.9999998,76.79999997,36.68571427
244.2000001,69.74285719,33.28571427
228.6857145,65.31428567,31.17142859
220.2000002,62.91428566,30.02857141
216.1428572,61.71428566,29.45714285
215.7142857,61.60000004,29.39999998
221.9714288,63.40000004,30.25714288
242.0571427,69.11428572,32.99999999
280.342857,80.05714283,38.2
301.5142856,86.11428565,41.11428572
303.5714287,86.68571431,41.3714286
303.2857142,86.60000003,41.34285713
301.8285712,86.19999993,41.14285712
298.3428571,85.19999998,40.65714283
293.2285715,83.74285712,40.00000001
289.1142858,82.57142859,39.42857145
284.257143,81.17142854,38.77142856
282.5999998,80.71428578,38.51428568
292.3428569,83.48571426,39.85714287
319.4571431,91.2571428,43.54285715
323.1428573,92.28571423,44.05714284
315.3714285,90.0571428,42.99999999
302.5142856,86.39999998,41.22857146
282.0857145,80.57142854,38.45714288
255.0571426,72.82857148,34.7714286
230.9428573,65.97142861,31.48571427
215.4571428,61.54285709,29.37142858
206.9142858,59.08571427,28.2
202.8285712,57.91428575,27.62857144
202.8285712,57.91428575,27.65714285
208.5714285,59.54285718,28.42857141
229.0000001,65.39999995,31.22857145
267.2285716,76.31428573,36.4285714
289.3428571,82.6285714,39.42857145
291.5142856,83.25714288,39.74285713
291.7142857,83.28571435,39.7714286
291.4857144,83.25714288,39.74285713
290.8857144,83.08571431,39.65714286
287.8857145,82.22857145,39.25714284
285.1142859,81.4285714,38.8857143
279.4000002,79.77142863,38.08571426
276.9999999,79.08571435,37.77142858
285.0285716,81.40000006,38.85714283
310.3428571,88.62857141,42.3142857
313.7714285,89.62857137,42.77142859
306.0571428,87.39999994,41.74285714
293.7428572,83.88571435,40.05714288
273.7714288,78.17142854,37.3142857
247.2,70.60000005,33.71428569
223.5999999,63.85714281,30.45714283
208.3428572,59.5142857,28.40000001
200.4857141,57.2571428,27.34285716
196.8857142,56.22857137,26.82857141
197.2000002,56.31428565,26.88571428
203.7714284,58.1714286,27.77142858
