start_region,dest_region,interconnect_cost_mw,interconnect_annuity_mw,line_loss_frac,start_id,dest_id,dollar_year,mw-km_per_mw,start_intraregion_cost_mw,dest_intraregion_cost_mw,start_intraregion_loss_frac,dest_intraregion_loss_frac,start_mw-km_per_mw,dest_mw-km_per_mw,total_interconnect_cost_mw,total_line_loss_frac,total_mw-km_per_mw,total_interconnect_annuity_mw
WEC_LADW,WECC_SCE,41583.7004236792,2014.2739137523472,0.0040072783822193,301524,304071,2018,11.639087296526009,,,,,,,41583.7004236792,0.0040072783822193,11.639087296526009,2014.2739137523472
WEC_LADW,WECC_SNV,500165.7005375244,24227.538984787298,0.0274006853027343,308529,304274,2018,367.79446224960105,,,,,,,500165.7005375244,0.0274006853027343,367.79446224960105,24227.538984787298
WEC_LADW,WECC_UT,887985.6266483009,43013.15816824677,0.0583762243652343,308529,201575,2018,1024.1443173991495,,,,,,,887985.6266483009,0.0583762243652343,1024.1443173991495,43013.15816824677
WEC_SDGE,WECC_AZ,627177.0689405274,30379.84586266381,0.0284762460246831,301288,305000,2018,499.6350826831664,,259107.8086176636,,0.0483159921010335,,139.70889244992054,886284.877558191,0.0767922381257166,639.3439751330869,42930.77554017032
WEC_SDGE,WECC_IID,488618.2230848511,23668.19043317744,0.0577632167180379,310188,301288,2018,167.02617228637277,,,,,,,488618.2230848511,0.0577632167180379,167.02617228637277,23668.19043317744
WEC_SDGE,WECC_SCE,334083.45153759763,16182.676736131369,0.0361325649261474,304572,302032,2018,104.47970773009185,,,,,,,334083.45153759763,0.0361325649261474,104.47970773009185,16182.676736131367
WECC_AZ,WECC_IID,410862.89015439455,19901.79790001648,0.0254357782260254,301611,305000,2018,341.4716087690021,259107.8086176636,,0.0483159921010335,,139.70889244992054,,669970.6987720581,0.0737517703270589,481.18050121892264,32452.72757752299
WECC_AZ,WECC_NM,605973.0941951466,29352.74599511178,0.0391510320049077,307497,300626,2018,686.9119946177472,259107.8086176636,,0.0483159921010335,,139.70889244992054,,865080.9028128101,0.0874670241059412,826.6208870676677,41903.675672618294
WECC_AZ,WECC_SCE,596893.3346004395,28912.931291071,0.0279523665161132,302032,305000,2018,490.39244199604707,259107.8086176636,,0.0483159921010335,,139.70889244992054,,856001.1432181031,0.0762683586171467,630.1013344459676,41463.86096857751
WECC_AZ,WECC_SNV,557144.782689502,26987.550182418123,0.0300094175720214,305611,310051,2018,402.8109665440962,259107.8086176636,,0.0483159921010335,,139.70889244992054,,816252.5913071656,0.0783254096730549,542.5198589940167,39538.479859924635
WECC_AZ,WECC_UT,801805.4890643945,38838.67630996553,0.0528553989482671,306692,201575,2018,927.3394475094634,259107.8086176636,,0.0483159921010335,,139.70889244992054,,1060913.297682058,0.1011713910493006,1067.048339959384,51389.60598747204
WECC_CO,WECC_NM,629202.8165000293,30477.971099797072,0.0380330516967773,202112,302890,2018,667.2465183969024,,,,,,,629202.8165000293,0.0380330516967773,667.2465183969024,30477.971099797072
