ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting
2030,2030,2030,2030,2030,2030,2030,2045,2045,2045,2045,2045,2045,2045,2030,2030,2030,2030,2030,2030,2030,2045,2045,2045,2045,2045,2045,2045
moderate,moderate,moderate,moderate,moderate,moderate,moderate,moderate,moderate,moderate,moderate,moderate,moderate,moderate,high,high,high,high,high,high,high,high,high,high,high,high,high,high
CA_N,CA_S,WECC_AZ,WECC_CO,WECC_NM,WECC_NW,WECC_SNV,CA_N,CA_S,WECC_AZ,WECC_CO,WECC_NM,WECC_NW,WECC_SNV,CA_N,CA_S,WECC_AZ,WECC_CO,WECC_NM,WECC_NW,WECC_SNV,CA_N,CA_S,WECC_AZ,WECC_CO,WECC_NM,WECC_NW,WECC_SNV
155.4,200.3,151.6,112.8,35.7,350.5,38.8,255.1,328.8,315,206.9,65.5,608.3,67.4,394.4,508.5,384.9,286.3,90.7,889.7,98.6,1946,2508.7,2403,1578.9,500.1,4641.1,514.4
146.7,189.1,144.6,137.6,34.1,338.1,37,240.8,310.5,300.3,252.4,62.5,586.7,64.3,372.4,480.1,367,349.3,86.5,858.2,94,1837.3,2368.6,2290.9,1925.8,476.8,4476.4,490.4
168,216.6,166.2,160.2,39.2,391.7,42.6,275.7,355.5,345.2,293.9,71.9,679.8,73.9,426.4,549.7,422,406.7,99.4,994.4,108.1,2103.8,2712.2,2634.1,2242.4,548.2,5186.9,563.9
204.5,263.6,196.4,166.6,46.3,471.1,50.3,335.6,432.7,407.9,305.6,84.9,817.6,87.3,519.1,669.2,498.6,422.8,117.5,1195.9,127.7,2560.9,3301.4,3112.4,2331.4,647.7,6238,666.2
229.8,296.3,212.1,186.9,50,522.2,54.3,377.3,486.4,440.5,342.9,91.7,906.2,94.3,583.4,752.2,538.4,474.5,126.9,1325.5,137.9,2878.5,3710.9,3361.2,2616.5,699.5,6914.1,719.5
236.6,305,215,248.5,50.7,543.9,55.1,388.4,500.7,446.5,456,92.9,944,95.6,600.6,774.3,545.8,630.9,128.6,1380.7,139.8,2963,3819.9,3406.9,3478.9,709,7202,729.3
274.1,353.4,249,327.9,58.7,645.7,63.8,450,580.1,517.1,601.6,107.6,1120.6,110.7,695.9,897.1,632,832.5,148.9,1639.1,161.9,3433.3,4426.2,3945.3,4590.3,821.1,8549.8,844.5
368.3,474.8,317.7,391.2,74.8,864.6,81.4,604.5,779.3,659.8,717.7,137.3,1500.5,141.2,934.8,1205.2,806.4,993,190,2194.6,206.6,4612.1,5945.9,5033.8,5475.7,1047.6,11447.9,1077.5
472.9,609.6,380.2,314.4,89.6,1115.5,97.4,776.2,1000.6,789.6,576.7,164.3,1936,169,1200.3,1547.4,965.1,798,227.4,2831.7,247.2,5921.9,7634.4,6024.5,4400.1,1253.8,14771.3,1289.6
523.7,675.1,391.3,181.4,92.2,1210.8,100.2,859.6,1108.2,812.8,332.9,169.2,2101.4,174,1329.3,1713.7,993.4,460.6,234.1,3073.6,254.5,6558.4,8454.9,6201.2,2539.7,1290.6,16032.8,1327.4
391.5,504.8,284.9,129.4,67.1,879.7,73,642.7,828.6,591.6,237.4,123.1,1526.7,126.6,993.9,1281.4,723.1,328.5,170.4,2233.1,185.2,4903.6,6321.7,4513.9,1811.2,939.4,11648.5,966.2
220.4,284.1,173.2,97.7,40.8,497.1,44.4,361.8,466.4,359.8,179.2,74.9,862.8,77,559.5,721.3,439.7,248,103.6,1261.9,112.6,2760.3,3558.6,2745,1367.2,571.3,6582.7,587.6
173.7,223.9,135.4,66.1,31.9,369.1,34.7,285.1,367.5,281.2,121.2,58.5,640.6,60.2,440.9,568.4,343.7,167.7,81,937,88,2175.1,2804.1,2145.5,924.6,446.5,4887.8,459.3
129.4,166.8,100.1,46.5,23.6,265.8,25.6,212.4,273.9,207.9,85.4,43.3,461.2,44.5,328.5,423.5,254.1,118.1,59.9,674.6,65.1,1620.9,2089.6,1586.1,651.2,330.1,3519,339.5
85.8,110.6,69.2,27.2,16.3,177.2,17.7,140.8,181.5,143.6,49.8,29.9,307.6,30.7,217.7,280.7,175.6,69,41.4,449.9,45,1074,1384.6,1095.9,380.3,228.1,2346.8,234.6
59.8,77.1,48.6,17.2,11.5,122.4,12.5,98.1,126.5,101,31.6,21,212.4,21.6,151.7,195.6,123.5,43.7,29.1,310.6,31.6,748.6,965.1,770.7,241.2,160.4,1620.3,165
34.1,43.9,28.8,8.7,6.8,69.2,7.4,55.9,72.1,59.8,16,12.4,120,12.8,86.5,111.5,73.1,22.1,17.2,175.6,18.7,426.8,550.2,456.3,122,95,915.8,97.7
21.7,28,18.1,9.5,4.3,42.9,4.6,35.6,45.9,37.6,17.5,7.8,74.4,8,55.1,71,45.9,24.1,10.8,108.9,11.8,271.7,350.3,286.8,133.2,59.7,567.9,61.4
11.4,14.7,11.4,5.8,2.7,24.6,2.9,18.7,24.1,23.6,10.7,4.9,42.7,5.1,28.9,37.3,28.8,14.7,6.8,62.5,7.4,142.6,183.9,180.1,81.3,37.5,325.8,38.5
13.5,17.4,12,18.8,2.8,27.2,3.1,22.1,28.5,25,34.6,5.2,47.2,5.3,34.2,44.1,30.5,47.8,7.2,69,7.8,168.8,217.6,190.5,263.7,39.7,360,40.8
10.3,13.3,14.6,49.8,3.4,27.8,3.8,16.9,21.8,30.4,91.3,6.3,48.2,6.5,26.2,33.7,37.2,126.4,8.8,70.6,9.5,129.1,166.4,232,696.9,48.3,368.1,49.7
37,47.7,46.1,93.2,10.9,92.4,11.8,60.7,78.3,95.8,170.9,19.9,160.4,20.5,93.9,121.1,117.1,236.5,27.6,234.6,30,463.3,597.2,731.3,1304.1,152.2,1224,156.5
87.3,112.6,98,107.1,23.1,207.3,25.1,143.3,184.8,203.6,196.5,42.4,359.8,43.6,221.7,285.8,248.9,271.9,58.6,526.2,63.8,1093.7,1409.9,1553.6,1499.5,323.3,2744.9,332.6
145.6,187.7,144.6,101.5,34.1,333,37,239,308.1,300.3,186.2,62.5,577.9,64.3,369.5,476.4,367.1,257.6,86.5,845.2,94,1823.2,2350.4,2291.5,1420.3,476.9,4409,490.5
155.5,200.4,149,112.8,35.1,352.8,38.2,255.2,329,309.6,207,64.4,612.3,66.3,394.7,508.8,378.4,286.5,89.1,895.5,96.9,1947.1,2510.2,2361.8,1579.6,491.5,4671.3,505.6
146.2,188.5,141.9,137.9,33.4,339.2,36.3,240.1,309.5,294.7,252.9,61.3,588.7,63.1,371.2,478.6,360.2,350,84.9,861.1,92.3,1831.6,2361.2,2248.5,1929.9,467.9,4491.7,481.3
167.1,215.4,164,160.5,38.6,392.7,42,274.2,353.5,340.6,294.5,70.9,681.6,72.9,424.1,546.7,416.3,407.5,98.1,996.9,106.7,2092.3,2697.4,2599,2246.8,540.9,5200.4,556.3
203.4,262.2,194.2,165.8,45.7,475.1,49.7,333.8,430.4,403.3,304.1,83.9,824.5,86.3,516.3,665.6,492.9,420.8,116.1,1206,126.3,2547,3283.6,3076.7,2320.4,640.3,6290.8,658.6
229.5,295.8,210.4,184.7,49.6,528.4,53.9,376.7,485.6,437.1,338.9,91,917,93.6,582.5,750.9,534.2,468.9,125.9,1341.3,136.8,2873.8,3704.8,3334.7,2585.3,694,6996.7,713.8
238.1,306.9,215.5,241.8,50.8,554.4,55.2,390.8,503.8,447.6,443.6,93.2,962.2,95.8,604.4,779.1,547.1,613.8,128.9,1407.4,140.2,2981.7,3843.9,3415.3,3384.5,710.8,7341.3,731.1
276.8,356.9,250.9,317.4,59.1,658.6,64.3,454.4,585.8,521.1,582.2,108.5,1143.1,111.5,702.8,906,636.9,805.6,150.1,1671.9,163.2,3467.2,4469.8,3975.9,4442,827.4,8721.3,851.1
373.1,480.9,321.2,375.6,75.7,885.4,82.3,612.4,789.5,667.1,689.1,138.8,1536.6,142.8,947,1220.9,815.3,953.4,192.1,2247.5,208.8,4672.2,6023.3,5089.4,5257.3,1059.2,11723.6,1089.4
480.4,619.4,382.9,301.1,90.2,1142.1,98.1,788.6,1016.7,795.3,552.4,165.5,1982.1,170.2,1219.6,1572.2,972,764.4,229,2899.1,249,6016.8,7756.7,6067.7,4214.8,1262.8,15122.7,1298.8
532.9,687,393.5,173.9,92.7,1241.4,100.8,874.8,1127.7,817.4,319,170.1,2154.5,175,1352.8,1744,999,441.5,235.4,3151.2,255.9,6674.1,8604.1,6236.2,2434.2,1297.9,16437.7,1334.9
398,513.1,287.9,124.8,67.8,900.8,73.8,653.3,842.2,598,228.9,124.5,1563.3,128,1010.2,1302.4,730.9,316.7,172.2,2286.5,187.2,4984.1,6425.4,4562.8,1746.4,949.6,11927.3,976.7
223.8,288.5,175,94.6,41.2,507.6,44.8,367.4,473.6,363.4,173.6,75.6,881,77.8,568.1,732.4,444.2,240.1,104.7,1288.6,113.8,2802.9,3613.4,2772.9,1324.2,577.1,6721.7,593.6
175.8,226.7,137,64.4,32.3,375.8,35.1,288.6,372.1,284.6,118.1,59.2,652.1,60.9,446.3,575.4,347.9,163.5,82,953.8,89.1,2202,2838.8,2171.6,901.4,451.9,4975.5,464.8
130.8,168.6,101.7,45.3,24,270.4,26,214.7,276.8,211.2,83.2,44,469.2,45.2,332,428.1,258.1,115.1,60.8,686.3,66.1,1638.2,2111.9,1611.4,634.8,335.4,3580,344.9
86.6,111.6,70.2,26.6,16.5,179.5,18,142.1,183.2,145.7,48.8,30.3,311.5,31.2,219.8,283.4,178.1,67.6,42,455.5,45.6,1084.5,1398.1,1111.8,372.7,231.4,2376.3,238
60.3,77.8,49.5,16.7,11.7,122.9,12.7,99,127.6,102.7,30.7,21.4,213.4,22,153.1,197.4,125.5,42.5,29.6,312.1,32.2,755.3,973.7,783.6,234.3,163.1,1627.9,167.7
34.1,44,28.9,8.6,6.8,69.3,7.4,56,72.2,60.1,15.7,12.5,120.3,12.9,86.6,111.7,73.5,21.8,17.3,176,18.8,427.4,551,458.7,120.1,95.5,917.8,98.2
22,28.3,18.2,9.4,4.3,43.1,4.7,36,46.5,37.7,17.3,7.9,74.7,8.1,55.7,71.9,46.1,23.9,10.9,109.3,11.8,275,354.6,287.9,131.8,59.9,570.3,61.6
11.5,14.8,11.4,5.7,2.7,24.8,2.9,18.8,24.2,23.6,10.5,4.9,43,5.1,29.1,37.5,28.9,14.5,6.8,62.9,7.4,143.4,184.9,180.4,79.9,37.5,328,38.6
13.6,17.5,12,18.5,2.8,27.3,3.1,22.3,28.7,25,34,5.2,47.4,5.3,34.5,44.4,30.5,47,7.2,69.4,7.8,170,219.1,190.6,259.1,39.7,361.9,40.8
10.4,13.5,14.7,49,3.5,27.9,3.8,17.1,22.1,30.6,89.8,6.4,48.4,6.5,26.5,34.2,37.4,124.3,8.8,70.8,9.6,130.7,168.5,233.2,685.4,48.5,369.5,49.9
37.1,47.8,46.4,92.3,10.9,92.9,11.9,60.9,78.5,96.5,169.4,20.1,161.2,20.7,94.2,121.5,117.9,234.4,27.8,235.8,30.2,464.8,599.2,736,1292.2,153.2,1230.1,157.6
86.9,112.1,98.8,104.9,23.3,207.6,25.3,142.7,183.9,205.1,192.4,42.7,360.3,43.9,220.7,284.5,250.7,266.2,59.1,526.9,64.2,1088.6,1403.4,1565.2,1467.9,325.7,2748.7,335
146.2,188.4,146.8,98.7,34.6,332.1,37.6,239.9,309.3,305,181.1,63.5,576.4,65.3,371.1,478.4,372.7,250.6,87.8,843.1,95.5,1830.7,2360.1,2326.7,1381.6,484.2,4398,498
156.1,201.2,151.7,109,35.7,350.9,38.9,256.2,330.3,315,200,65.6,609.1,67.4,396.2,510.8,385.1,276.7,90.7,890.8,98.6,1954.8,2520,2403.6,1526,500.2,4646.9,514.5
146.9,189.3,145,133.1,34.2,337.5,37.2,241.1,310.8,301.3,244.2,62.7,585.7,64.5,372.8,480.6,368.2,337.9,86.8,856.7,94.3,1839.3,2371.1,2298.5,1863.3,478.4,4468.8,492
167.4,215.8,167.5,154,39.5,390.3,42.9,274.7,354.2,347.9,282.5,72.4,677.4,74.5,424.8,547.7,425.3,391,100.2,990.8,108.9,2096,2702.1,2654.7,2155.7,552.5,5168.2,568.2
203.7,262.6,198.4,161.8,46.7,468.7,50.8,334.3,431,412,296.8,85.7,813.5,88.2,517,666.5,503.6,410.7,118.6,1189.8,129,2550.6,3288.1,3143.4,2264.4,654.2,6206.6,672.9
229.4,295.8,215.9,181.8,50.9,521.9,55.3,376.6,485.5,448.4,333.5,93.3,905.8,96,582.4,750.8,548.1,461.5,129.1,1324.9,140.4,2873.1,3704,3421.5,2544.6,712.1,6911.3,732.4
237.9,306.7,221.3,243.6,52.1,545.1,56.7,390.6,503.5,459.5,446.9,95.6,946,98.4,604,778.6,561.6,618.3,132.3,1383.7,143.9,2979.8,3841.5,3506,3409.5,729.7,7217.9,750.5
276.3,356.2,256.3,322.5,60.4,648.6,65.6,453.6,584.7,532.2,591.6,110.8,1125.6,113.9,701.4,904.2,650.5,818.7,153.3,1646.4,166.6,3460.4,4461.1,4060.6,4514.1,845.1,8588.1,869.2
372.5,480.2,326.5,386.5,76.9,869.5,83.6,611.5,788.3,678.1,709,141.1,1509.1,145.1,945.6,1219,828.7,981.1,195.3,2207.3,212.3,4665.2,6014.3,5173.3,5409.6,1076.7,11514.1,1107.4
481.3,620.4,391.8,311.1,92.3,1120.1,100.4,790,1018.4,813.7,570.7,169.3,1944,174.2,1221.7,1574.9,994.5,789.7,234.3,2843.4,254.8,6027.2,7770.1,6208.3,4354.2,1292.1,14832.2,1328.9
532.7,686.8,407.3,179.6,96,1214,104.3,874.4,1127.3,845.8,329.5,176,2106.8,181.1,1352.3,1743.3,1033.8,456,243.6,3081.6,264.8,6671.7,8601,6453.4,2514.3,1343.1,16074.5,1381.4
398.2,513.3,295.7,128.1,69.7,880.7,75.8,653.6,842.5,614.2,235,127.8,1528.5,131.5,1010.7,1303,750.7,325.1,176.9,2235.7,192.3,4986.4,6428.3,4686.4,1792.7,975.3,11662.3,1003.2
224.3,289.2,179.7,96,42.3,496.8,46,368.2,474.7,373.2,176.2,77.7,862.2,79.9,569.4,734.1,456.1,243.8,107.5,1261.1,116.8,2809.2,3621.6,2847.4,1344.2,592.6,6578.3,609.5
176.5,227.6,140.5,65.5,33.1,370,36,289.8,373.6,291.8,120.2,60.7,642.1,62.5,448.1,577.7,356.7,166.3,84,939.2,91.4,2210.8,2850.2,2226.5,917.1,463.4,4899.2,476.6
131.4,169.4,104.1,46.2,24.5,266.9,26.7,215.6,278,216.1,84.8,45,463.1,46.3,333.5,429.9,264.2,117.4,62.2,677.4,67.7,1645.3,2121.1,1649.1,647.1,343.2,3533.6,353
86.8,111.8,71.9,27,16.9,178,18.4,142.4,183.6,149.3,49.6,31.1,308.9,32,220.2,283.9,182.4,68.6,43,451.9,46.7,1086.5,1400.7,1138.9,378.4,237,2357.1,243.8
60.6,78.1,49.9,16.9,11.8,122.6,12.8,99.5,128.2,103.7,30.9,21.6,212.7,22.2,153.8,198.3,126.7,42.8,29.9,311.1,32.5,759,978.5,791.1,236.1,164.6,1622.9,169.3
34,43.9,28.9,8.6,6.8,69.4,7.4,55.9,72,60.1,15.8,12.5,120.4,12.9,86.4,111.4,73.4,21.9,17.3,176.1,18.8,426.2,549.5,458.4,120.7,95.4,918.4,98.1
22,28.4,18.2,9.4,4.3,43,4.7,36.2,46.7,37.7,17.3,7.8,74.6,8.1,56,72.2,46.1,23.9,10.9,109,11.8,276.1,356,287.8,131.8,59.9,568.8,61.6
11.6,14.9,11.3,5.8,2.7,24.7,2.9,19,24.5,23.5,10.6,4.9,42.9,5,29.4,37.8,28.8,14.6,6.8,62.7,7.4,144.8,186.7,179.6,80.5,37.4,327,38.4
13.7,17.6,11.9,18.7,2.8,27.3,3.1,22.4,28.9,24.8,34.2,5.2,47.3,5.3,34.7,44.7,30.3,47.4,7.1,69.2,7.8,171.2,220.6,189.1,261.2,39.3,360.8,40.5
10.5,13.5,14.4,49.2,3.4,27.9,3.7,17.2,22.2,29.9,90.2,6.2,48.4,6.4,26.7,34.4,36.6,124.8,8.6,70.8,9.4,131.5,169.5,228.4,688.2,47.5,369.4,48.9
37.3,48.1,45.3,91.5,10.7,92.7,11.6,61.3,79,94.1,167.9,19.6,161,20.2,94.7,122.1,115.1,232.3,27.1,235.4,29.5,467.4,602.6,718.3,1281,149.5,1228.1,153.8
87.1,112.3,97.5,103.7,23,206.4,25,143,184.4,202.6,190.2,42.2,358.1,43.4,221.2,285.1,247.6,263.1,58.3,523.8,63.4,1091.1,1406.6,1545.7,1450.9,321.7,2732.4,330.9
145.6,187.8,147.1,98.4,34.7,331.8,37.7,239.1,308.2,305.5,180.5,63.6,575.9,65.4,369.7,476.6,373.4,249.7,88,842.3,95.7,1823.9,2351.4,2331.1,1377.1,485.2,4393.6,499
155.9,201,152.9,110.1,36,350.9,39.2,255.9,329.9,317.6,202.1,66.1,608.9,68,395.7,510.1,388.2,279.6,91.5,890.6,99.4,1952.2,2516.8,2423.3,1541.6,504.3,4645.8,518.7
146,188.2,146.2,135.2,34.5,337.3,37.5,239.6,308.9,303.7,248,63.2,585.5,65,370.5,477.6,371.2,343.1,87.5,856.3,95.1,1827.9,2356.5,2317.5,1891.9,482.3,4466.8,496.1
166.4,214.5,169.4,157.8,39.9,390.8,43.4,273.1,352.1,351.8,289.6,73.2,678.2,75.3,422.3,544.5,429.9,400.7,101.3,992,110.1,2083.6,2686.2,2683.9,2209.2,558.6,5174.4,574.5
203.5,262.3,201,164.3,47.3,469.7,51.5,334,430.5,417.4,301.3,86.9,815.2,89.3,516.5,665.8,510.1,416.9,120.2,1192.3,130.7,2548,3284.8,3184.4,2299,662.7,6219.3,681.6
229.4,295.7,217.1,186.4,51.2,523.4,55.6,376.5,485.4,451,341.9,93.9,908.4,96.5,582.2,750.6,551.2,473.1,129.9,1328.6,141.2,2872.5,3703.1,3440.7,2608.9,716.1,6930.6,736.5
237.5,306.1,221.6,246.9,52.2,543.7,56.8,389.8,502.5,460.2,452.9,95.8,943.6,98.5,602.8,777.1,562.5,626.6,132.5,1380.2,144.1,2973.8,3833.8,3511.4,3455.3,730.8,7199.4,751.6
276.1,356,254.2,326,59.9,646,65.1,453.3,584.3,527.9,598,109.9,1121.2,113,701,903.7,645.2,827.4,152,1639.9,165.3,3458.3,4458.3,4027.8,4562.4,838.3,8554.3,862.2
372.4,480.1,322,387.4,75.9,869.1,82.5,611.3,788,668.8,710.8,139.2,1508.3,143.2,945.3,1218.7,817.4,983.5,192.6,2206.1,209.4,4663.8,6012.5,5102.8,5422.9,1062,11507.9,1092.3
480.2,619,377.2,310.3,88.9,1117.2,96.6,788.2,1016.1,783.4,569.2,163,1938.9,167.7,1218.9,1571.4,957.5,787.6,225.6,2836,245.3,6013.7,7752.7,5977.3,4342.9,1244,14793.4,1279.5
531.2,684.8,387,178.9,91.2,1211.3,99.1,871.9,1124.1,803.8,328.3,167.3,2102.3,172.1,1348.4,1738.4,982.4,454.2,231.5,3074.9,251.6,6652.6,8576.4,6132.4,2504.5,1276.3,16039.8,1312.7
395.8,510.3,278.1,128,65.5,880.2,71.2,649.7,837.6,577.6,234.9,120.2,1527.6,123.6,1004.7,1295.3,705.9,325,166.3,2234.4,180.8,4956.9,6390.3,4406.7,1791.9,917.1,11655.3,943.3
222.4,286.8,166.3,96.8,39.2,496.9,42.6,365.1,470.7,345.4,177.5,71.9,862.3,73.9,564.6,727.9,422.1,245.6,99.5,1261.3,108.1,2785.7,3591.2,2635.2,1354.3,548.4,6579.2,564.1
174.9,225.5,129.9,65.3,30.6,369.7,33.3,287.1,370.1,269.8,119.9,56.1,641.6,57.8,444,572.4,329.8,165.9,77.7,938.5,84.5,2190.4,2823.8,2058.4,914.6,428.4,4895.4,440.6
130.6,168.4,95.9,46.1,22.6,266.8,24.6,214.4,276.5,199.1,84.6,41.4,463,42.6,331.6,427.5,243.4,117,57.3,677.3,62.3,1636.2,2109.3,1519.1,645.2,316.2,3532.9,325.2
86.6,111.6,66,27.1,15.5,177.3,16.9,142.1,183.2,137,49.8,28.5,307.7,29.3,219.8,283.3,167.5,68.9,39.5,450,42.9,1084.3,1397.8,1045.5,379.9,217.6,2347.5,223.8
60.7,78.2,47.1,17.2,11.1,122.4,12.1,99.6,128.4,97.8,31.6,20.4,212.5,20.9,154,198.5,119.6,43.7,28.2,310.8,30.6,759.6,979.3,746.5,241.2,155.4,1621.4,159.8
34.3,44.2,27.8,8.7,6.6,68.9,7.1,56.3,72.6,57.8,16,12,119.6,12.4,87.1,112.2,70.7,22.1,16.6,175,18.1,429.5,553.7,441.1,122,91.8,912.6,94.4
22,28.3,17.5,9.5,4.1,42.8,4.5,36.1,46.5,36.4,17.4,7.6,74.2,7.8,55.8,71.9,44.5,24.1,10.5,108.6,11.4,275.3,354.9,277.6,133,57.8,566.3,59.4
11.4,14.8,11,5.8,2.6,24.6,2.8,18.8,24.2,22.8,10.7,4.7,42.7,4.9,29.1,37.5,27.8,14.7,6.6,62.4,7.1,143.3,184.8,173.6,81.3,36.1,325.4,37.2
13.6,17.5,11.7,18.8,2.7,27,3,22.3,28.8,24.2,34.6,5,46.9,5.2,34.6,44.5,29.6,47.8,7,68.7,7.6,170.5,219.8,184.7,263.7,38.4,358.2,39.5
10.4,13.4,14.2,49.7,3.4,27.6,3.6,17.1,22,29.6,91.2,6.2,48,6.3,26.4,34,36.1,126.2,8.5,70.2,9.3,130.2,167.9,225.5,696.1,46.9,366.1,48.3
36.8,47.4,44.7,93,10.5,92,11.5,60.4,77.9,92.9,170.7,19.3,159.6,19.9,93.4,120.4,113.6,236.2,26.8,233.5,29.1,460.9,594.2,708.8,1302.1,147.5,1218,151.7
86.7,111.8,95.6,105.4,22.5,205.9,24.5,142.4,183.6,198.6,193.4,41.3,357.3,42.5,220.2,283.9,242.8,267.6,57.2,522.6,62.2,1086.3,1400.5,1515.5,1475.3,315.4,2726.2,324.4
146.9,189.4,142.7,99.4,33.6,330,36.6,241.1,310.9,296.4,182.4,61.7,572.7,63.4,372.9,480.8,362.2,252.4,85.3,837.7,92.8,1839.9,2371.9,2261.1,1391.6,470.6,4369.8,484
157.6,203.2,147.1,110.9,34.7,349.9,37.7,258.7,333.5,305.5,203.4,63.6,607.2,65.4,400.1,515.8,373.4,281.4,88,888.1,95.7,1973.9,2544.7,2331,1551.9,485.1,4632.6,499
147.9,190.7,140.2,135.2,33,335.6,35.9,242.8,313,291.2,248.1,60.6,582.4,62.3,375.4,484,355.9,343.3,83.8,851.9,91.2,1852.1,2387.7,2221.4,1893,462.3,4443.6,475.5
168.7,217.5,161.5,156.3,38.1,387.1,41.4,277,357,335.5,286.8,69.8,671.8,71.8,428.3,552.2,410,396.9,96.6,982.7,105,2113.1,2724.1,2559.5,2188.3,532.7,5126,547.9
203.9,262.9,191.6,161.8,45.2,465.7,49.1,334.7,431.5,398,296.8,82.8,808.3,85.2,517.7,667.4,486.5,410.7,114.6,1182.3,124.6,2553.9,3292.5,3036.9,2264.7,632,6167.1,650.1
228.7,294.9,208,181.4,49,518,53.3,375.4,484,432,332.7,89.9,899,92.5,580.6,748.5,528,460.4,124.4,1314.9,135.3,2864.4,3692.7,3296.1,2538.6,686,6859.2,705.6
235.5,303.6,213.2,240.5,50.2,539.7,54.6,386.6,498.4,442.7,441.2,92.1,936.7,94.8,597.8,770.7,541.1,610.5,127.5,1370,138.6,2949.4,3802.2,3378,3366.2,703,7146.3,723.1
273.1,352.1,250.2,318,59,641.5,64.1,448.4,578,519.6,583.3,108.1,1113.4,111.2,693.4,893.9,635.1,807.1,149.6,1628.5,162.7,3420.8,4410,3964.7,4450.5,825.1,8494.8,848.7
365.7,471.5,323.6,377.8,76.2,860.8,82.9,600.3,773.9,672.1,693.1,139.9,1494,143.9,928.4,1196.9,821.5,959,193.5,2185.2,210.4,4580.3,5904.9,5127.9,5288.1,1067.2,11398.8,1097.7
471.6,608,391.5,300.5,92.2,1108.9,100.3,774.1,998,813.1,551.2,169.2,1924.6,174,1197.1,1543.3,993.8,762.7,234.1,2815,254.6,5906.1,7614.1,6203.5,4205.4,1291.1,14684,1327.9
523,674.2,404,172.2,95.2,1199.2,103.5,858.4,1106.7,839.1,315.8,174.6,2081.3,179.6,1327.5,1711.4,1025.6,437,241.6,3044.2,262.7,6549.6,8443.5,6401.9,2409.7,1332.4,15879.6,1370.4
388.4,500.7,294.9,123.3,69.5,866.6,75.5,637.6,821.9,612.4,226.2,127.5,1504,131.1,986,1271.1,748.5,313,176.4,2199.8,191.7,4864.4,6271.1,4672.6,1725.8,972.4,11475.1,1000.2
219.5,283,177.4,93.5,41.8,489.8,45.4,360.3,464.5,368.4,171.5,76.7,850,78.9,557.1,718.3,450.2,237.3,106.1,1243.3,115.3,2748.7,3543.6,2810.6,1308.6,584.9,6485.5,601.6
172.8,222.8,137.4,63.9,32.4,365.2,35.2,283.7,365.7,285.4,117.2,59.4,633.8,61.1,438.7,565.5,348.8,162.1,82.2,927,89.4,2164.2,2790,2177.5,894,453.2,4835.6,466.1
129.4,166.8,102.1,45.5,24.1,265,26.2,212.4,273.9,212.1,83.5,44.1,460,45.4,328.5,423.5,259.2,115.5,61.1,672.8,66.4,1620.8,2089.5,1618.3,637.1,336.8,3509.6,346.4
87.2,112.4,70.6,55.6,16.6,177.2,18.1,143.1,184.5,146.7,101.9,30.5,307.5,31.4,221.3,285.3,179.3,141,42.2,449.8,45.9,1091.9,1407.7,1119.3,777.6,232.9,2346.3,239.6
66.3,85.4,60.9,28.8,14.3,143.6,15.6,108.8,140.2,126.5,52.8,26.3,249.1,27.1,168.2,216.9,154.6,73,36.4,364.4,39.6,830,1070,965,402.7,200.8,1900.8,206.6
79.2,102.1,61.4,20.9,14.5,156.6,15.7,130,167.6,127.6,38.3,26.6,271.7,27.3,201,259.2,156,53,36.7,397.5,40,991.9,1278.7,973.6,292.1,202.6,2073.3,208.4
34.5,44.5,29.7,15.4,7,71.5,7.6,56.6,73,61.6,28.2,12.8,124.1,13.2,87.5,112.8,75.3,39,17.7,181.5,19.3,431.9,556.7,470.1,215,97.8,946.8,100.6
28.6,36.8,24.4,4.3,5.8,58.8,6.3,46.9,60.5,50.8,8,10.6,102.1,10.9,72.5,93.5,62,11,14.6,149.3,15.9,357.8,461.3,387.3,60.7,80.6,779,82.9
19.4,25,14.9,7.8,3.5,37.1,3.8,31.8,41,30.9,14.2,6.4,64.3,6.6,49.2,63.4,37.8,19.7,8.9,94.1,9.7,242.7,312.9,235.8,108.5,49.1,490.7,50.5
5,6.5,6.1,16.1,1.4,12.7,1.6,8.3,10.7,12.7,29.5,2.6,22.1,2.7,12.8,16.5,15.5,40.8,3.7,32.3,4,63.1,81.4,96.7,225.1,20.1,168.7,20.7
13.9,17.9,14.9,27.5,3.5,33.4,3.8,22.8,29.4,30.9,50.5,6.4,58,6.6,35.3,45.5,37.8,69.9,8.9,84.8,9.7,174.3,224.7,235.9,385.6,49.1,442.2,50.5
26.7,34.4,27.5,50.4,6.5,64.4,7.1,43.8,56.5,57.2,92.5,11.9,111.7,12.2,67.7,87.3,69.9,128,16.5,163.4,17.9,334.2,430.8,436.4,705.6,90.8,852.5,93.4
45.4,58.6,49.1,88.9,11.6,115.5,12.6,74.6,96.2,102.1,163.2,21.2,200.4,21.8,115.4,148.7,124.7,225.8,29.4,293.2,32,569.2,733.8,778.7,1244.9,162.1,1529.3,166.7
