region,technology,tech_detail,capture_rate,with_backbone,percentile,dollar_year,parameter,parameter_value
ERC_FRNT,Coal,CCS90AvgCF,90,FALSE,10,2018,capacity_mw,650
ERC_GWAY,Coal,CCS90AvgCF,90,FALSE,10,2018,capacity_mw,650
ERC_REST,Coal,CCS90AvgCF,90,FALSE,10,2018,capacity_mw,650
ERC_WEST,Coal,CCS90AvgCF,90,FALSE,10,2018,capacity_mw,650
FRCC,Coal,CCS90AvgCF,90,FALSE,10,2018,capacity_mw,650
MIS_AMSO,Coal,CCS90AvgCF,90,FALSE,10,2018,capacity_mw,650
MIS_AR,Coal,CCS90AvgCF,90,FALSE,10,2018,capacity_mw,650
MIS_D_MS,Coal,CCS90AvgCF,90,FALSE,10,2018,capacity_mw,650
MIS_IA,Coal,CCS90AvgCF,90,FALSE,10,2018,capacity_mw,650
MIS_IL,Coal,CCS90AvgCF,90,FALSE,10,2018,capacity_mw,650
MIS_INKY,Coal,CCS90AvgCF,90,FALSE,10,2018,capacity_mw,650
MIS_LA,Coal,CCS90AvgCF,90,FALSE,10,2018,capacity_mw,650
MIS_LMI,Coal,CCS90AvgCF,90,FALSE,10,2018,capacity_mw,650
MIS_MAPP,Coal,CCS90AvgCF,90,FALSE,10,2018,capacity_mw,650
MIS_MIDA,Coal,CCS90AvgCF,90,FALSE,10,2018,capacity_mw,650
MIS_MNWI,Coal,CCS90AvgCF,90,FALSE,10,2018,capacity_mw,650
MIS_MO,Coal,CCS90AvgCF,90,FALSE,10,2018,capacity_mw,650
MIS_WOTA,Coal,CCS90AvgCF,90,FALSE,10,2018,capacity_mw,650
MIS_WUMS,Coal,CCS90AvgCF,90,FALSE,10,2018,capacity_mw,650
PJM_ATSI,Coal,CCS90AvgCF,90,FALSE,10,2018,capacity_mw,650
PJM_COMD,Coal,CCS90AvgCF,90,FALSE,10,2018,capacity_mw,650
PJM_West,Coal,CCS90AvgCF,90,FALSE,10,2018,capacity_mw,650
SPP_KIAM,Coal,CCS90AvgCF,90,FALSE,10,2018,capacity_mw,650
SPP_N,Coal,CCS90AvgCF,90,FALSE,10,2018,capacity_mw,650
SPP_SPS,Coal,CCS90AvgCF,90,FALSE,10,2018,capacity_mw,650
SPP_WAUE,Coal,CCS90AvgCF,90,FALSE,10,2018,capacity_mw,650
SPP_WEST,Coal,CCS90AvgCF,90,FALSE,10,2018,capacity_mw,650
S_C_KY,Coal,CCS90AvgCF,90,FALSE,10,2018,capacity_mw,650
S_C_TVA,Coal,CCS90AvgCF,90,FALSE,10,2018,capacity_mw,650
S_D_AECI,Coal,CCS90AvgCF,90,FALSE,10,2018,capacity_mw,650
S_SOU,Coal,CCS90AvgCF,90,FALSE,10,2018,capacity_mw,650
S_VACA,Coal,CCS90AvgCF,90,FALSE,10,2018,capacity_mw,650
WECC_CO,Coal,CCS90AvgCF,90,FALSE,10,2018,capacity_mw,650
WECC_MT,Coal,CCS90AvgCF,90,FALSE,10,2018,capacity_mw,650
WECC_NM,Coal,CCS90AvgCF,90,FALSE,10,2018,capacity_mw,650
WECC_SCE,Coal,CCS90AvgCF,90,FALSE,10,2018,capacity_mw,650
WECC_WY,Coal,CCS90AvgCF,90,FALSE,10,2018,capacity_mw,650
WEC_BANC,Coal,CCS90AvgCF,90,FALSE,10,2018,capacity_mw,650
WEC_CALN,Coal,CCS90AvgCF,90,FALSE,10,2018,capacity_mw,650
WEC_LADW,Coal,CCS90AvgCF,90,FALSE,10,2018,capacity_mw,650
ERC_FRNT,Coal,CCS90AvgCF,90,TRUE,10,2018,capacity_mw,650
ERC_GWAY,Coal,CCS90AvgCF,90,TRUE,10,2018,capacity_mw,650
ERC_REST,Coal,CCS90AvgCF,90,TRUE,10,2018,capacity_mw,650
ERC_WEST,Coal,CCS90AvgCF,90,TRUE,10,2018,capacity_mw,650
FRCC,Coal,CCS90AvgCF,90,TRUE,10,2018,capacity_mw,650
MIS_AMSO,Coal,CCS90AvgCF,90,TRUE,10,2018,capacity_mw,650
MIS_AR,Coal,CCS90AvgCF,90,TRUE,10,2018,capacity_mw,650
MIS_D_MS,Coal,CCS90AvgCF,90,TRUE,10,2018,capacity_mw,650
MIS_IA,Coal,CCS90AvgCF,90,TRUE,10,2018,capacity_mw,650
MIS_IL,Coal,CCS90AvgCF,90,TRUE,10,2018,capacity_mw,650
MIS_INKY,Coal,CCS90AvgCF,90,TRUE,10,2018,capacity_mw,650
MIS_LA,Coal,CCS90AvgCF,90,TRUE,10,2018,capacity_mw,650
MIS_LMI,Coal,CCS90AvgCF,90,TRUE,10,2018,capacity_mw,650
MIS_MAPP,Coal,CCS90AvgCF,90,TRUE,10,2018,capacity_mw,650
MIS_MIDA,Coal,CCS90AvgCF,90,TRUE,10,2018,capacity_mw,650
MIS_MNWI,Coal,CCS90AvgCF,90,TRUE,10,2018,capacity_mw,650
MIS_MO,Coal,CCS90AvgCF,90,TRUE,10,2018,capacity_mw,650
MIS_WOTA,Coal,CCS90AvgCF,90,TRUE,10,2018,capacity_mw,650
MIS_WUMS,Coal,CCS90AvgCF,90,TRUE,10,2018,capacity_mw,650
NENGREST,Coal,CCS90AvgCF,90,TRUE,10,2018,capacity_mw,650
NENG_CT,Coal,CCS90AvgCF,90,TRUE,10,2018,capacity_mw,650
NENG_ME,Coal,CCS90AvgCF,90,TRUE,10,2018,capacity_mw,650
NY_Z_A,Coal,CCS90AvgCF,90,TRUE,10,2018,capacity_mw,650
NY_Z_B,Coal,CCS90AvgCF,90,TRUE,10,2018,capacity_mw,650
NY_Z_C&E,Coal,CCS90AvgCF,90,TRUE,10,2018,capacity_mw,650
NY_Z_F,Coal,CCS90AvgCF,90,TRUE,10,2018,capacity_mw,650
NY_Z_G-I,Coal,CCS90AvgCF,90,TRUE,10,2018,capacity_mw,650
NY_Z_J,Coal,CCS90AvgCF,90,TRUE,10,2018,capacity_mw,650
NY_Z_K,Coal,CCS90AvgCF,90,TRUE,10,2018,capacity_mw,650
PJM_AP,Coal,CCS90AvgCF,90,TRUE,10,2018,capacity_mw,650
PJM_ATSI,Coal,CCS90AvgCF,90,TRUE,10,2018,capacity_mw,650
PJM_COMD,Coal,CCS90AvgCF,90,TRUE,10,2018,capacity_mw,650
PJM_Dom,Coal,CCS90AvgCF,90,TRUE,10,2018,capacity_mw,650
PJM_EMAC,Coal,CCS90AvgCF,90,TRUE,10,2018,capacity_mw,650
PJM_PENE,Coal,CCS90AvgCF,90,TRUE,10,2018,capacity_mw,650
PJM_SMAC,Coal,CCS90AvgCF,90,TRUE,10,2018,capacity_mw,650
PJM_WMAC,Coal,CCS90AvgCF,90,TRUE,10,2018,capacity_mw,650
PJM_West,Coal,CCS90AvgCF,90,TRUE,10,2018,capacity_mw,650
SPP_KIAM,Coal,CCS90AvgCF,90,TRUE,10,2018,capacity_mw,650
SPP_N,Coal,CCS90AvgCF,90,TRUE,10,2018,capacity_mw,650
SPP_NEBR,Coal,CCS90AvgCF,90,TRUE,10,2018,capacity_mw,650
SPP_SPS,Coal,CCS90AvgCF,90,TRUE,10,2018,capacity_mw,650
SPP_WAUE,Coal,CCS90AvgCF,90,TRUE,10,2018,capacity_mw,650
SPP_WEST,Coal,CCS90AvgCF,90,TRUE,10,2018,capacity_mw,650
S_C_KY,Coal,CCS90AvgCF,90,TRUE,10,2018,capacity_mw,650
S_C_TVA,Coal,CCS90AvgCF,90,TRUE,10,2018,capacity_mw,650
S_D_AECI,Coal,CCS90AvgCF,90,TRUE,10,2018,capacity_mw,650
S_SOU,Coal,CCS90AvgCF,90,TRUE,10,2018,capacity_mw,650
S_VACA,Coal,CCS90AvgCF,90,TRUE,10,2018,capacity_mw,650
WECC_AZ,Coal,CCS90AvgCF,90,TRUE,10,2018,capacity_mw,650
WECC_CO,Coal,CCS90AvgCF,90,TRUE,10,2018,capacity_mw,650
WECC_IID,Coal,CCS90AvgCF,90,TRUE,10,2018,capacity_mw,650
WECC_MT,Coal,CCS90AvgCF,90,TRUE,10,2018,capacity_mw,650
WECC_NM,Coal,CCS90AvgCF,90,TRUE,10,2018,capacity_mw,650
WECC_NNV,Coal,CCS90AvgCF,90,TRUE,10,2018,capacity_mw,650
WECC_PNW,Coal,CCS90AvgCF,90,TRUE,10,2018,capacity_mw,650
WECC_SCE,Coal,CCS90AvgCF,90,TRUE,10,2018,capacity_mw,650
WECC_UT,Coal,CCS90AvgCF,90,TRUE,10,2018,capacity_mw,650
WECC_WY,Coal,CCS90AvgCF,90,TRUE,10,2018,capacity_mw,650
WEC_BANC,Coal,CCS90AvgCF,90,TRUE,10,2018,capacity_mw,650
WEC_CALN,Coal,CCS90AvgCF,90,TRUE,10,2018,capacity_mw,650
WEC_LADW,Coal,CCS90AvgCF,90,TRUE,10,2018,capacity_mw,650
WEC_SDGE,Coal,CCS90AvgCF,90,TRUE,10,2018,capacity_mw,650
ERC_FRNT,NaturalGas,CCCCSAvgCF,90,FALSE,10,2018,capacity_mw,645
ERC_GWAY,NaturalGas,CCCCSAvgCF,90,FALSE,10,2018,capacity_mw,645
ERC_REST,NaturalGas,CCCCSAvgCF,90,FALSE,10,2018,capacity_mw,645
ERC_WEST,NaturalGas,CCCCSAvgCF,90,FALSE,10,2018,capacity_mw,645
FRCC,NaturalGas,CCCCSAvgCF,90,FALSE,10,2018,capacity_mw,645
MIS_AMSO,NaturalGas,CCCCSAvgCF,90,FALSE,10,2018,capacity_mw,645
MIS_AR,NaturalGas,CCCCSAvgCF,90,FALSE,10,2018,capacity_mw,645
MIS_D_MS,NaturalGas,CCCCSAvgCF,90,FALSE,10,2018,capacity_mw,645
MIS_IA,NaturalGas,CCCCSAvgCF,90,FALSE,10,2018,capacity_mw,645
MIS_IL,NaturalGas,CCCCSAvgCF,90,FALSE,10,2018,capacity_mw,645
MIS_INKY,NaturalGas,CCCCSAvgCF,90,FALSE,10,2018,capacity_mw,645
MIS_LA,NaturalGas,CCCCSAvgCF,90,FALSE,10,2018,capacity_mw,645
MIS_LMI,NaturalGas,CCCCSAvgCF,90,FALSE,10,2018,capacity_mw,645
MIS_MAPP,NaturalGas,CCCCSAvgCF,90,FALSE,10,2018,capacity_mw,645
MIS_MIDA,NaturalGas,CCCCSAvgCF,90,FALSE,10,2018,capacity_mw,645
MIS_MNWI,NaturalGas,CCCCSAvgCF,90,FALSE,10,2018,capacity_mw,645
MIS_MO,NaturalGas,CCCCSAvgCF,90,FALSE,10,2018,capacity_mw,645
MIS_WOTA,NaturalGas,CCCCSAvgCF,90,FALSE,10,2018,capacity_mw,645
MIS_WUMS,NaturalGas,CCCCSAvgCF,90,FALSE,10,2018,capacity_mw,645
PJM_ATSI,NaturalGas,CCCCSAvgCF,90,FALSE,10,2018,capacity_mw,645
PJM_COMD,NaturalGas,CCCCSAvgCF,90,FALSE,10,2018,capacity_mw,645
PJM_West,NaturalGas,CCCCSAvgCF,90,FALSE,10,2018,capacity_mw,645
SPP_KIAM,NaturalGas,CCCCSAvgCF,90,FALSE,10,2018,capacity_mw,645
SPP_N,NaturalGas,CCCCSAvgCF,90,FALSE,10,2018,capacity_mw,645
SPP_SPS,NaturalGas,CCCCSAvgCF,90,FALSE,10,2018,capacity_mw,645
SPP_WAUE,NaturalGas,CCCCSAvgCF,90,FALSE,10,2018,capacity_mw,645
SPP_WEST,NaturalGas,CCCCSAvgCF,90,FALSE,10,2018,capacity_mw,645
S_C_KY,NaturalGas,CCCCSAvgCF,90,FALSE,10,2018,capacity_mw,645
S_C_TVA,NaturalGas,CCCCSAvgCF,90,FALSE,10,2018,capacity_mw,645
S_D_AECI,NaturalGas,CCCCSAvgCF,90,FALSE,10,2018,capacity_mw,645
S_SOU,NaturalGas,CCCCSAvgCF,90,FALSE,10,2018,capacity_mw,645
S_VACA,NaturalGas,CCCCSAvgCF,90,FALSE,10,2018,capacity_mw,645
WECC_CO,NaturalGas,CCCCSAvgCF,90,FALSE,10,2018,capacity_mw,645
WECC_MT,NaturalGas,CCCCSAvgCF,90,FALSE,10,2018,capacity_mw,645
WECC_NM,NaturalGas,CCCCSAvgCF,90,FALSE,10,2018,capacity_mw,645
WECC_SCE,NaturalGas,CCCCSAvgCF,90,FALSE,10,2018,capacity_mw,645
WECC_WY,NaturalGas,CCCCSAvgCF,90,FALSE,10,2018,capacity_mw,645
WEC_BANC,NaturalGas,CCCCSAvgCF,90,FALSE,10,2018,capacity_mw,645
WEC_CALN,NaturalGas,CCCCSAvgCF,90,FALSE,10,2018,capacity_mw,645
WEC_LADW,NaturalGas,CCCCSAvgCF,90,FALSE,10,2018,capacity_mw,645
ERC_FRNT,NaturalGas,CCCCSAvgCF,90,TRUE,10,2018,capacity_mw,645
ERC_GWAY,NaturalGas,CCCCSAvgCF,90,TRUE,10,2018,capacity_mw,645
ERC_REST,NaturalGas,CCCCSAvgCF,90,TRUE,10,2018,capacity_mw,645
ERC_WEST,NaturalGas,CCCCSAvgCF,90,TRUE,10,2018,capacity_mw,645
FRCC,NaturalGas,CCCCSAvgCF,90,TRUE,10,2018,capacity_mw,645
MIS_AMSO,NaturalGas,CCCCSAvgCF,90,TRUE,10,2018,capacity_mw,645
MIS_AR,NaturalGas,CCCCSAvgCF,90,TRUE,10,2018,capacity_mw,645
MIS_D_MS,NaturalGas,CCCCSAvgCF,90,TRUE,10,2018,capacity_mw,645
MIS_IA,NaturalGas,CCCCSAvgCF,90,TRUE,10,2018,capacity_mw,645
MIS_IL,NaturalGas,CCCCSAvgCF,90,TRUE,10,2018,capacity_mw,645
MIS_INKY,NaturalGas,CCCCSAvgCF,90,TRUE,10,2018,capacity_mw,645
MIS_LA,NaturalGas,CCCCSAvgCF,90,TRUE,10,2018,capacity_mw,645
MIS_LMI,NaturalGas,CCCCSAvgCF,90,TRUE,10,2018,capacity_mw,645
MIS_MAPP,NaturalGas,CCCCSAvgCF,90,TRUE,10,2018,capacity_mw,645
MIS_MIDA,NaturalGas,CCCCSAvgCF,90,TRUE,10,2018,capacity_mw,645
MIS_MNWI,NaturalGas,CCCCSAvgCF,90,TRUE,10,2018,capacity_mw,645
MIS_MO,NaturalGas,CCCCSAvgCF,90,TRUE,10,2018,capacity_mw,645
MIS_WOTA,NaturalGas,CCCCSAvgCF,90,TRUE,10,2018,capacity_mw,645
MIS_WUMS,NaturalGas,CCCCSAvgCF,90,TRUE,10,2018,capacity_mw,645
NENGREST,NaturalGas,CCCCSAvgCF,90,TRUE,10,2018,capacity_mw,645
NENG_CT,NaturalGas,CCCCSAvgCF,90,TRUE,10,2018,capacity_mw,645
NENG_ME,NaturalGas,CCCCSAvgCF,90,TRUE,10,2018,capacity_mw,645
NY_Z_A,NaturalGas,CCCCSAvgCF,90,TRUE,10,2018,capacity_mw,645
NY_Z_B,NaturalGas,CCCCSAvgCF,90,TRUE,10,2018,capacity_mw,645
NY_Z_C&E,NaturalGas,CCCCSAvgCF,90,TRUE,10,2018,capacity_mw,645
NY_Z_F,NaturalGas,CCCCSAvgCF,90,TRUE,10,2018,capacity_mw,645
NY_Z_G-I,NaturalGas,CCCCSAvgCF,90,TRUE,10,2018,capacity_mw,645
NY_Z_J,NaturalGas,CCCCSAvgCF,90,TRUE,10,2018,capacity_mw,645
NY_Z_K,NaturalGas,CCCCSAvgCF,90,TRUE,10,2018,capacity_mw,645
PJM_AP,NaturalGas,CCCCSAvgCF,90,TRUE,10,2018,capacity_mw,645
PJM_ATSI,NaturalGas,CCCCSAvgCF,90,TRUE,10,2018,capacity_mw,645
PJM_COMD,NaturalGas,CCCCSAvgCF,90,TRUE,10,2018,capacity_mw,645
PJM_Dom,NaturalGas,CCCCSAvgCF,90,TRUE,10,2018,capacity_mw,645
PJM_EMAC,NaturalGas,CCCCSAvgCF,90,TRUE,10,2018,capacity_mw,645
PJM_PENE,NaturalGas,CCCCSAvgCF,90,TRUE,10,2018,capacity_mw,645
PJM_SMAC,NaturalGas,CCCCSAvgCF,90,TRUE,10,2018,capacity_mw,645
PJM_WMAC,NaturalGas,CCCCSAvgCF,90,TRUE,10,2018,capacity_mw,645
PJM_West,NaturalGas,CCCCSAvgCF,90,TRUE,10,2018,capacity_mw,645
SPP_KIAM,NaturalGas,CCCCSAvgCF,90,TRUE,10,2018,capacity_mw,645
SPP_N,NaturalGas,CCCCSAvgCF,90,TRUE,10,2018,capacity_mw,645
SPP_NEBR,NaturalGas,CCCCSAvgCF,90,TRUE,10,2018,capacity_mw,645
SPP_SPS,NaturalGas,CCCCSAvgCF,90,TRUE,10,2018,capacity_mw,645
SPP_WAUE,NaturalGas,CCCCSAvgCF,90,TRUE,10,2018,capacity_mw,645
SPP_WEST,NaturalGas,CCCCSAvgCF,90,TRUE,10,2018,capacity_mw,645
S_C_KY,NaturalGas,CCCCSAvgCF,90,TRUE,10,2018,capacity_mw,645
S_C_TVA,NaturalGas,CCCCSAvgCF,90,TRUE,10,2018,capacity_mw,645
S_D_AECI,NaturalGas,CCCCSAvgCF,90,TRUE,10,2018,capacity_mw,645
S_SOU,NaturalGas,CCCCSAvgCF,90,TRUE,10,2018,capacity_mw,645
S_VACA,NaturalGas,CCCCSAvgCF,90,TRUE,10,2018,capacity_mw,645
WECC_AZ,NaturalGas,CCCCSAvgCF,90,TRUE,10,2018,capacity_mw,645
WECC_CO,NaturalGas,CCCCSAvgCF,90,TRUE,10,2018,capacity_mw,645
WECC_IID,NaturalGas,CCCCSAvgCF,90,TRUE,10,2018,capacity_mw,645
WECC_MT,NaturalGas,CCCCSAvgCF,90,TRUE,10,2018,capacity_mw,645
WECC_NM,NaturalGas,CCCCSAvgCF,90,TRUE,10,2018,capacity_mw,645
WECC_NNV,NaturalGas,CCCCSAvgCF,90,TRUE,10,2018,capacity_mw,645
WECC_PNW,NaturalGas,CCCCSAvgCF,90,TRUE,10,2018,capacity_mw,645
WECC_SCE,NaturalGas,CCCCSAvgCF,90,TRUE,10,2018,capacity_mw,645
WECC_UT,NaturalGas,CCCCSAvgCF,90,TRUE,10,2018,capacity_mw,645
WECC_WY,NaturalGas,CCCCSAvgCF,90,TRUE,10,2018,capacity_mw,645
WEC_BANC,NaturalGas,CCCCSAvgCF,90,TRUE,10,2018,capacity_mw,645
WEC_CALN,NaturalGas,CCCCSAvgCF,90,TRUE,10,2018,capacity_mw,645
WEC_LADW,NaturalGas,CCCCSAvgCF,90,TRUE,10,2018,capacity_mw,645
WEC_SDGE,NaturalGas,CCCCSAvgCF,90,TRUE,10,2018,capacity_mw,645
ERC_FRNT,Coal,CCS90AvgCF,90,FALSE,25,2018,capacity_mw,650
ERC_GWAY,Coal,CCS90AvgCF,90,FALSE,25,2018,capacity_mw,650
ERC_REST,Coal,CCS90AvgCF,90,FALSE,25,2018,capacity_mw,650
ERC_WEST,Coal,CCS90AvgCF,90,FALSE,25,2018,capacity_mw,650
FRCC,Coal,CCS90AvgCF,90,FALSE,25,2018,capacity_mw,650
MIS_AMSO,Coal,CCS90AvgCF,90,FALSE,25,2018,capacity_mw,650
MIS_AR,Coal,CCS90AvgCF,90,FALSE,25,2018,capacity_mw,650
MIS_D_MS,Coal,CCS90AvgCF,90,FALSE,25,2018,capacity_mw,650
MIS_IA,Coal,CCS90AvgCF,90,FALSE,25,2018,capacity_mw,650
MIS_IL,Coal,CCS90AvgCF,90,FALSE,25,2018,capacity_mw,650
MIS_INKY,Coal,CCS90AvgCF,90,FALSE,25,2018,capacity_mw,650
MIS_LA,Coal,CCS90AvgCF,90,FALSE,25,2018,capacity_mw,650
MIS_LMI,Coal,CCS90AvgCF,90,FALSE,25,2018,capacity_mw,650
MIS_MAPP,Coal,CCS90AvgCF,90,FALSE,25,2018,capacity_mw,650
MIS_MIDA,Coal,CCS90AvgCF,90,FALSE,25,2018,capacity_mw,650
MIS_MNWI,Coal,CCS90AvgCF,90,FALSE,25,2018,capacity_mw,650
MIS_MO,Coal,CCS90AvgCF,90,FALSE,25,2018,capacity_mw,650
MIS_WOTA,Coal,CCS90AvgCF,90,FALSE,25,2018,capacity_mw,650
MIS_WUMS,Coal,CCS90AvgCF,90,FALSE,25,2018,capacity_mw,650
PJM_ATSI,Coal,CCS90AvgCF,90,FALSE,25,2018,capacity_mw,650
PJM_COMD,Coal,CCS90AvgCF,90,FALSE,25,2018,capacity_mw,650
PJM_West,Coal,CCS90AvgCF,90,FALSE,25,2018,capacity_mw,650
SPP_KIAM,Coal,CCS90AvgCF,90,FALSE,25,2018,capacity_mw,650
SPP_N,Coal,CCS90AvgCF,90,FALSE,25,2018,capacity_mw,650
SPP_SPS,Coal,CCS90AvgCF,90,FALSE,25,2018,capacity_mw,650
SPP_WAUE,Coal,CCS90AvgCF,90,FALSE,25,2018,capacity_mw,650
SPP_WEST,Coal,CCS90AvgCF,90,FALSE,25,2018,capacity_mw,650
S_C_KY,Coal,CCS90AvgCF,90,FALSE,25,2018,capacity_mw,650
S_C_TVA,Coal,CCS90AvgCF,90,FALSE,25,2018,capacity_mw,650
S_D_AECI,Coal,CCS90AvgCF,90,FALSE,25,2018,capacity_mw,650
S_SOU,Coal,CCS90AvgCF,90,FALSE,25,2018,capacity_mw,650
S_VACA,Coal,CCS90AvgCF,90,FALSE,25,2018,capacity_mw,650
WECC_CO,Coal,CCS90AvgCF,90,FALSE,25,2018,capacity_mw,650
WECC_MT,Coal,CCS90AvgCF,90,FALSE,25,2018,capacity_mw,650
WECC_NM,Coal,CCS90AvgCF,90,FALSE,25,2018,capacity_mw,650
WECC_SCE,Coal,CCS90AvgCF,90,FALSE,25,2018,capacity_mw,650
WECC_WY,Coal,CCS90AvgCF,90,FALSE,25,2018,capacity_mw,650
WEC_BANC,Coal,CCS90AvgCF,90,FALSE,25,2018,capacity_mw,650
WEC_CALN,Coal,CCS90AvgCF,90,FALSE,25,2018,capacity_mw,650
WEC_LADW,Coal,CCS90AvgCF,90,FALSE,25,2018,capacity_mw,650
ERC_FRNT,Coal,CCS90AvgCF,90,TRUE,25,2018,capacity_mw,650
ERC_GWAY,Coal,CCS90AvgCF,90,TRUE,25,2018,capacity_mw,650
ERC_REST,Coal,CCS90AvgCF,90,TRUE,25,2018,capacity_mw,650
ERC_WEST,Coal,CCS90AvgCF,90,TRUE,25,2018,capacity_mw,650
FRCC,Coal,CCS90AvgCF,90,TRUE,25,2018,capacity_mw,650
MIS_AMSO,Coal,CCS90AvgCF,90,TRUE,25,2018,capacity_mw,650
MIS_AR,Coal,CCS90AvgCF,90,TRUE,25,2018,capacity_mw,650
MIS_D_MS,Coal,CCS90AvgCF,90,TRUE,25,2018,capacity_mw,650
MIS_IA,Coal,CCS90AvgCF,90,TRUE,25,2018,capacity_mw,650
MIS_IL,Coal,CCS90AvgCF,90,TRUE,25,2018,capacity_mw,650
MIS_INKY,Coal,CCS90AvgCF,90,TRUE,25,2018,capacity_mw,650
MIS_LA,Coal,CCS90AvgCF,90,TRUE,25,2018,capacity_mw,650
MIS_LMI,Coal,CCS90AvgCF,90,TRUE,25,2018,capacity_mw,650
MIS_MAPP,Coal,CCS90AvgCF,90,TRUE,25,2018,capacity_mw,650
MIS_MIDA,Coal,CCS90AvgCF,90,TRUE,25,2018,capacity_mw,650
MIS_MNWI,Coal,CCS90AvgCF,90,TRUE,25,2018,capacity_mw,650
MIS_MO,Coal,CCS90AvgCF,90,TRUE,25,2018,capacity_mw,650
MIS_WOTA,Coal,CCS90AvgCF,90,TRUE,25,2018,capacity_mw,650
MIS_WUMS,Coal,CCS90AvgCF,90,TRUE,25,2018,capacity_mw,650
NENGREST,Coal,CCS90AvgCF,90,TRUE,25,2018,capacity_mw,650
NENG_CT,Coal,CCS90AvgCF,90,TRUE,25,2018,capacity_mw,650
NENG_ME,Coal,CCS90AvgCF,90,TRUE,25,2018,capacity_mw,650
NY_Z_A,Coal,CCS90AvgCF,90,TRUE,25,2018,capacity_mw,650
NY_Z_B,Coal,CCS90AvgCF,90,TRUE,25,2018,capacity_mw,650
NY_Z_C&E,Coal,CCS90AvgCF,90,TRUE,25,2018,capacity_mw,650
NY_Z_F,Coal,CCS90AvgCF,90,TRUE,25,2018,capacity_mw,650
NY_Z_G-I,Coal,CCS90AvgCF,90,TRUE,25,2018,capacity_mw,650
NY_Z_J,Coal,CCS90AvgCF,90,TRUE,25,2018,capacity_mw,650
NY_Z_K,Coal,CCS90AvgCF,90,TRUE,25,2018,capacity_mw,650
PJM_AP,Coal,CCS90AvgCF,90,TRUE,25,2018,capacity_mw,650
PJM_ATSI,Coal,CCS90AvgCF,90,TRUE,25,2018,capacity_mw,650
PJM_COMD,Coal,CCS90AvgCF,90,TRUE,25,2018,capacity_mw,650
PJM_Dom,Coal,CCS90AvgCF,90,TRUE,25,2018,capacity_mw,650
PJM_EMAC,Coal,CCS90AvgCF,90,TRUE,25,2018,capacity_mw,650
PJM_PENE,Coal,CCS90AvgCF,90,TRUE,25,2018,capacity_mw,650
PJM_SMAC,Coal,CCS90AvgCF,90,TRUE,25,2018,capacity_mw,650
PJM_WMAC,Coal,CCS90AvgCF,90,TRUE,25,2018,capacity_mw,650
PJM_West,Coal,CCS90AvgCF,90,TRUE,25,2018,capacity_mw,650
SPP_KIAM,Coal,CCS90AvgCF,90,TRUE,25,2018,capacity_mw,650
SPP_N,Coal,CCS90AvgCF,90,TRUE,25,2018,capacity_mw,650
SPP_NEBR,Coal,CCS90AvgCF,90,TRUE,25,2018,capacity_mw,650
SPP_SPS,Coal,CCS90AvgCF,90,TRUE,25,2018,capacity_mw,650
SPP_WAUE,Coal,CCS90AvgCF,90,TRUE,25,2018,capacity_mw,650
SPP_WEST,Coal,CCS90AvgCF,90,TRUE,25,2018,capacity_mw,650
S_C_KY,Coal,CCS90AvgCF,90,TRUE,25,2018,capacity_mw,650
S_C_TVA,Coal,CCS90AvgCF,90,TRUE,25,2018,capacity_mw,650
S_D_AECI,Coal,CCS90AvgCF,90,TRUE,25,2018,capacity_mw,650
S_SOU,Coal,CCS90AvgCF,90,TRUE,25,2018,capacity_mw,650
S_VACA,Coal,CCS90AvgCF,90,TRUE,25,2018,capacity_mw,650
WECC_AZ,Coal,CCS90AvgCF,90,TRUE,25,2018,capacity_mw,650
WECC_CO,Coal,CCS90AvgCF,90,TRUE,25,2018,capacity_mw,650
WECC_IID,Coal,CCS90AvgCF,90,TRUE,25,2018,capacity_mw,650
WECC_MT,Coal,CCS90AvgCF,90,TRUE,25,2018,capacity_mw,650
WECC_NM,Coal,CCS90AvgCF,90,TRUE,25,2018,capacity_mw,650
WECC_NNV,Coal,CCS90AvgCF,90,TRUE,25,2018,capacity_mw,650
WECC_PNW,Coal,CCS90AvgCF,90,TRUE,25,2018,capacity_mw,650
WECC_SCE,Coal,CCS90AvgCF,90,TRUE,25,2018,capacity_mw,650
WECC_UT,Coal,CCS90AvgCF,90,TRUE,25,2018,capacity_mw,650
WECC_WY,Coal,CCS90AvgCF,90,TRUE,25,2018,capacity_mw,650
WEC_BANC,Coal,CCS90AvgCF,90,TRUE,25,2018,capacity_mw,650
WEC_CALN,Coal,CCS90AvgCF,90,TRUE,25,2018,capacity_mw,650
WEC_LADW,Coal,CCS90AvgCF,90,TRUE,25,2018,capacity_mw,650
WEC_SDGE,Coal,CCS90AvgCF,90,TRUE,25,2018,capacity_mw,650
ERC_FRNT,NaturalGas,CCCCSAvgCF,90,FALSE,25,2018,capacity_mw,645
ERC_GWAY,NaturalGas,CCCCSAvgCF,90,FALSE,25,2018,capacity_mw,645
ERC_REST,NaturalGas,CCCCSAvgCF,90,FALSE,25,2018,capacity_mw,645
ERC_WEST,NaturalGas,CCCCSAvgCF,90,FALSE,25,2018,capacity_mw,645
FRCC,NaturalGas,CCCCSAvgCF,90,FALSE,25,2018,capacity_mw,645
MIS_AMSO,NaturalGas,CCCCSAvgCF,90,FALSE,25,2018,capacity_mw,645
