date,pct_change,pct_change_rounded
2018-11-01,-0.013449686305855302,-0.0
2018-12-01,-0.01463839215064544,-0.0
2019-01-01,-0.01978450714814617,-0.0
2019-02-01,0.17413811527151601,0.2
2019-03-01,0.40890827417003894,0.4
2019-04-01,0.3187119316303999,0.3
2019-05-01,0.07726762839370682,0.1
2019-06-01,0.05878779565362535,0.1
2019-07-01,0.33528524705743745,0.3
2019-08-01,0.05426274881812354,0.1
2019-09-01,0.022629730784240465,0.0
2019-10-01,0.3561425818581876,0.4
2019-11-01,0.2584823007645509,0.3
